name,v_nom,carrier,x,y,bus_id
AT0 0,380.0,AC,14.130369778530127,47.593486372653736,1
BE0 0,380.0,AC,4.904032846082832,50.71454620049453,2
CH0 0,380.0,AC,8.26078364785648,46.8386471088468,3
CZ0 0,380.0,AC,15.258420614473533,49.83793060816576,4
DE0 0,380.0,AC,6.908137327222099,51.522926447724586,5
DE0 1,380.0,AC,10.991980370643365,49.76885959782934,6
DE0 10,380.0,AC,10.615947150188608,48.17255611220305,7
DE0 11,380.0,AC,11.778928217467122,51.997389356946655,8
DE0 12,380.0,AC,6.7119451556003655,49.67969064453508,9
DE0 13,380.0,AC,8.636758015290802,50.12131503473493,10
DE0 14,380.0,AC,12.904593812683926,48.43599221552951,11
DE0 15,380.0,AC,10.076763823736544,53.74165724687517,12
DE0 16,380.0,AC,14.221232014291337,51.50631619347354,13
DE0 17,380.0,AC,7.588078235082301,51.81733242670767,14
DE0 18,380.0,AC,11.89120084651503,49.903170661954405,15
DE0 19,380.0,AC,9.223318110847131,51.46158819573004,16
DE0 2,380.0,AC,12.011614551188815,53.49476854717833,17
DE0 20,380.0,AC,6.854191961055609,50.96304031783609,18
DE0 21,380.0,AC,9.156935950977546,48.8279221815186,19
DE0 22,380.0,AC,7.642443862506662,53.25992538268612,20
DE0 23,380.0,AC,9.2834857060461,54.1625617914124,21
DE0 24,380.0,AC,11.045222384972169,50.85267683294432,22
DE0 25,380.0,AC,7.889082806693426,50.61685967145415,23
DE0 26,380.0,AC,13.60238390069134,53.651923728423206,24
DE0 27,380.0,AC,9.957067103119778,48.30529776747531,25
DE0 28,380.0,AC,8.606628984681693,52.28517583864485,26
DE0 29,380.0,AC,12.51758503034599,50.95292629894836,27
DE0 3,380.0,AC,9.83979081618,49.83785749893208,28
DE0 4,380.0,AC,13.386479943000245,52.49479528142324,29
DE0 5,380.0,AC,8.806821608943823,53.1655919986636,30
DE0 6,380.0,AC,8.34941284151191,47.90726960781028,31
DE0 7,380.0,AC,11.597722599503228,48.246401717754416,32
DE0 8,380.0,AC,10.264852248058244,52.2565790192288,33
DE0 9,380.0,AC,8.42958395301114,49.28986427620438,34
DK0 0,380.0,AC,9.660674795548998,55.99366459751874,35
DK1 0,380.0,AC,12.303315846539814,55.51597359732051,36
ES0 0,380.0,AC,-3.3659095234356418,40.68962586795338,37
FR0 0,380.0,AC,3.138828813806944,47.06713856309425,38
IT0 0,380.0,AC,11.609387046207264,43.59664462513086,39
LU0 0,380.0,AC,6.039016138541828,49.6462182747535,40
NL0 0,380.0,AC,5.301822412774692,52.28459654963864,41
NO1 0,380.0,AC,9.14128871508091,61.696753024643975,42
PL0 0,380.0,AC,19.039152819752825,51.63724920555698,43
SE1 0,380.0,AC,15.99823484317882,60.53131859099867,44
