,datetime,market_id,power,simulation,unit_id
0,2023-01-02 00:00:00,EOM,-10,example_05b_base,demand_north
1,2023-01-02 01:00:00,EOM,-10,example_05b_base,demand_north
2,2023-01-02 02:00:00,EOM,-10,example_05b_base,demand_north
3,2023-01-02 03:00:00,EOM,-10,example_05b_base,demand_north
4,2023-01-02 04:00:00,EOM,-10,example_05b_base,demand_north
5,2023-01-02 05:00:00,EOM,-10,example_05b_base,demand_north
6,2023-01-02 06:00:00,EOM,-10,example_05b_base,demand_north
7,2023-01-02 07:00:00,EOM,-10,example_05b_base,demand_north
8,2023-01-02 08:00:00,EOM,-10,example_05b_base,demand_north
9,2023-01-02 09:00:00,EOM,-10,example_05b_base,demand_north
10,2023-01-02 10:00:00,EOM,-10,example_05b_base,demand_north
11,2023-01-02 11:00:00,EOM,-10,example_05b_base,demand_north
12,2023-01-02 12:00:00,EOM,-10,example_05b_base,demand_north
13,2023-01-02 13:00:00,EOM,-10,example_05b_base,demand_north
14,2023-01-02 14:00:00,EOM,-10,example_05b_base,demand_north
15,2023-01-02 15:00:00,EOM,-10,example_05b_base,demand_north
16,2023-01-02 16:00:00,EOM,-10,example_05b_base,demand_north
17,2023-01-02 17:00:00,EOM,-10,example_05b_base,demand_north
18,2023-01-02 18:00:00,EOM,-10,example_05b_base,demand_north
19,2023-01-02 19:00:00,EOM,-10,example_05b_base,demand_north
20,2023-01-02 00:00:00,EOM,-35,example_05b_base,demand_west
21,2023-01-02 01:00:00,EOM,-35,example_05b_base,demand_west
22,2023-01-02 02:00:00,EOM,-35,example_05b_base,demand_west
23,2023-01-02 03:00:00,EOM,-35,example_05b_base,demand_west
24,2023-01-02 04:00:00,EOM,-35,example_05b_base,demand_west
25,2023-01-02 05:00:00,EOM,-35,example_05b_base,demand_west
26,2023-01-02 06:00:00,EOM,-35,example_05b_base,demand_west
27,2023-01-02 07:00:00,EOM,-35,example_05b_base,demand_west
28,2023-01-02 08:00:00,EOM,-35,example_05b_base,demand_west
29,2023-01-02 09:00:00,EOM,-35,example_05b_base,demand_west
30,2023-01-02 10:00:00,EOM,-35,example_05b_base,demand_west
31,2023-01-02 11:00:00,EOM,-35,example_05b_base,demand_west
32,2023-01-02 12:00:00,EOM,-35,example_05b_base,demand_west
33,2023-01-02 13:00:00,EOM,-35,example_05b_base,demand_west
34,2023-01-02 14:00:00,EOM,-35,example_05b_base,demand_west
35,2023-01-02 15:00:00,EOM,-35,example_05b_base,demand_west
36,2023-01-02 16:00:00,EOM,-35,example_05b_base,demand_west
37,2023-01-02 17:00:00,EOM,-35,example_05b_base,demand_west
38,2023-01-02 18:00:00,EOM,-35,example_05b_base,demand_west
39,2023-01-02 19:00:00,EOM,-35,example_05b_base,demand_west
40,2023-01-02 00:00:00,EOM,-10,example_05b_base,demand_east
41,2023-01-02 01:00:00,EOM,-10,example_05b_base,demand_east
42,2023-01-02 02:00:00,EOM,-10,example_05b_base,demand_east
43,2023-01-02 03:00:00,EOM,-10,example_05b_base,demand_east
44,2023-01-02 04:00:00,EOM,-10,example_05b_base,demand_east
45,2023-01-02 05:00:00,EOM,-10,example_05b_base,demand_east
46,2023-01-02 06:00:00,EOM,-10,example_05b_base,demand_east
47,2023-01-02 07:00:00,EOM,-10,example_05b_base,demand_east
48,2023-01-02 08:00:00,EOM,-10,example_05b_base,demand_east
49,2023-01-02 09:00:00,EOM,-10,example_05b_base,demand_east
50,2023-01-02 10:00:00,EOM,-10,example_05b_base,demand_east
51,2023-01-02 11:00:00,EOM,-10,example_05b_base,demand_east
52,2023-01-02 12:00:00,EOM,-10,example_05b_base,demand_east
53,2023-01-02 13:00:00,EOM,-10,example_05b_base,demand_east
54,2023-01-02 14:00:00,EOM,-10,example_05b_base,demand_east
55,2023-01-02 15:00:00,EOM,-10,example_05b_base,demand_east
56,2023-01-02 16:00:00,EOM,-10,example_05b_base,demand_east
57,2023-01-02 17:00:00,EOM,-10,example_05b_base,demand_east
58,2023-01-02 18:00:00,EOM,-10,example_05b_base,demand_east
59,2023-01-02 19:00:00,EOM,-10,example_05b_base,demand_east
60,2023-01-02 00:00:00,redispatch,0,example_05b_base,demand_north
61,2023-01-02 01:00:00,redispatch,0,example_05b_base,demand_north
62,2023-01-02 02:00:00,redispatch,0,example_05b_base,demand_north
63,2023-01-02 03:00:00,redispatch,0,example_05b_base,demand_north
64,2023-01-02 04:00:00,redispatch,0,example_05b_base,demand_north
65,2023-01-02 05:00:00,redispatch,0,example_05b_base,demand_north
66,2023-01-02 06:00:00,redispatch,0,example_05b_base,demand_north
67,2023-01-02 07:00:00,redispatch,0,example_05b_base,demand_north
68,2023-01-02 08:00:00,redispatch,0,example_05b_base,demand_north
69,2023-01-02 09:00:00,redispatch,0,example_05b_base,demand_north
70,2023-01-02 10:00:00,redispatch,0,example_05b_base,demand_north
71,2023-01-02 11:00:00,redispatch,0,example_05b_base,demand_north
72,2023-01-02 12:00:00,redispatch,0,example_05b_base,demand_north
73,2023-01-02 13:00:00,redispatch,0,example_05b_base,demand_north
74,2023-01-02 14:00:00,redispatch,0,example_05b_base,demand_north
75,2023-01-02 15:00:00,redispatch,0,example_05b_base,demand_north
76,2023-01-02 16:00:00,redispatch,0,example_05b_base,demand_north
77,2023-01-02 17:00:00,redispatch,0,example_05b_base,demand_north
78,2023-01-02 18:00:00,redispatch,0,example_05b_base,demand_north
79,2023-01-02 19:00:00,redispatch,0,example_05b_base,demand_north
80,2023-01-02 00:00:00,redispatch,0,example_05b_base,demand_east
81,2023-01-02 01:00:00,redispatch,0,example_05b_base,demand_east
82,2023-01-02 02:00:00,redispatch,0,example_05b_base,demand_east
83,2023-01-02 03:00:00,redispatch,0,example_05b_base,demand_east
84,2023-01-02 04:00:00,redispatch,0,example_05b_base,demand_east
85,2023-01-02 05:00:00,redispatch,0,example_05b_base,demand_east
86,2023-01-02 06:00:00,redispatch,0,example_05b_base,demand_east
87,2023-01-02 07:00:00,redispatch,0,example_05b_base,demand_east
88,2023-01-02 08:00:00,redispatch,0,example_05b_base,demand_east
89,2023-01-02 09:00:00,redispatch,0,example_05b_base,demand_east
90,2023-01-02 10:00:00,redispatch,0,example_05b_base,demand_east
91,2023-01-02 11:00:00,redispatch,0,example_05b_base,demand_east
92,2023-01-02 12:00:00,redispatch,0,example_05b_base,demand_east
93,2023-01-02 13:00:00,redispatch,0,example_05b_base,demand_east
94,2023-01-02 14:00:00,redispatch,0,example_05b_base,demand_east
95,2023-01-02 15:00:00,redispatch,0,example_05b_base,demand_east
96,2023-01-02 16:00:00,redispatch,0,example_05b_base,demand_east
97,2023-01-02 17:00:00,redispatch,0,example_05b_base,demand_east
98,2023-01-02 18:00:00,redispatch,0,example_05b_base,demand_east
99,2023-01-02 19:00:00,redispatch,0,example_05b_base,demand_east
100,2023-01-02 00:00:00,redispatch,0,example_05b_base,demand_west
101,2023-01-02 01:00:00,redispatch,0,example_05b_base,demand_west
102,2023-01-02 02:00:00,redispatch,0,example_05b_base,demand_west
103,2023-01-02 03:00:00,redispatch,0,example_05b_base,demand_west
104,2023-01-02 04:00:00,redispatch,0,example_05b_base,demand_west
105,2023-01-02 05:00:00,redispatch,0,example_05b_base,demand_west
106,2023-01-02 06:00:00,redispatch,0,example_05b_base,demand_west
107,2023-01-02 07:00:00,redispatch,0,example_05b_base,demand_west
108,2023-01-02 08:00:00,redispatch,0,example_05b_base,demand_west
109,2023-01-02 09:00:00,redispatch,0,example_05b_base,demand_west
110,2023-01-02 10:00:00,redispatch,0,example_05b_base,demand_west
111,2023-01-02 11:00:00,redispatch,0,example_05b_base,demand_west
112,2023-01-02 12:00:00,redispatch,0,example_05b_base,demand_west
113,2023-01-02 13:00:00,redispatch,0,example_05b_base,demand_west
114,2023-01-02 14:00:00,redispatch,0,example_05b_base,demand_west
115,2023-01-02 15:00:00,redispatch,0,example_05b_base,demand_west
116,2023-01-02 16:00:00,redispatch,0,example_05b_base,demand_west
117,2023-01-02 17:00:00,redispatch,0,example_05b_base,demand_west
118,2023-01-02 18:00:00,redispatch,0,example_05b_base,demand_west
119,2023-01-02 19:00:00,redispatch,0,example_05b_base,demand_west
120,2023-01-02 00:00:00,EOM,5,example_05b_base,store_3
121,2023-01-02 01:00:00,EOM,0,example_05b_base,store_3
122,2023-01-02 02:00:00,EOM,0,example_05b_base,store_3
123,2023-01-02 03:00:00,EOM,0,example_05b_base,store_3
124,2023-01-02 04:00:00,EOM,0,example_05b_base,store_3
125,2023-01-02 05:00:00,EOM,0,example_05b_base,store_3
126,2023-01-02 06:00:00,EOM,0,example_05b_base,store_3
127,2023-01-02 07:00:00,EOM,0,example_05b_base,store_3
128,2023-01-02 08:00:00,EOM,0,example_05b_base,store_3
129,2023-01-02 09:00:00,EOM,0,example_05b_base,store_3
130,2023-01-02 10:00:00,EOM,0,example_05b_base,store_3
131,2023-01-02 11:00:00,EOM,0,example_05b_base,store_3
132,2023-01-02 12:00:00,EOM,0,example_05b_base,store_3
133,2023-01-02 13:00:00,EOM,0,example_05b_base,store_3
134,2023-01-02 14:00:00,EOM,5,example_05b_base,store_3
135,2023-01-02 15:00:00,EOM,0,example_05b_base,store_3
136,2023-01-02 16:00:00,EOM,0,example_05b_base,store_3
137,2023-01-02 17:00:00,EOM,0,example_05b_base,store_3
138,2023-01-02 18:00:00,EOM,5,example_05b_base,store_3
139,2023-01-02 19:00:00,EOM,0,example_05b_base,store_3
140,2023-01-02 00:00:00,redispatch,0,example_05b_base,store_3
141,2023-01-02 01:00:00,redispatch,0,example_05b_base,store_3
142,2023-01-02 02:00:00,redispatch,0,example_05b_base,store_3
143,2023-01-02 03:00:00,redispatch,0,example_05b_base,store_3
144,2023-01-02 04:00:00,redispatch,0,example_05b_base,store_3
145,2023-01-02 05:00:00,redispatch,0,example_05b_base,store_3
146,2023-01-02 06:00:00,redispatch,0,example_05b_base,store_3
147,2023-01-02 07:00:00,redispatch,0,example_05b_base,store_3
148,2023-01-02 08:00:00,redispatch,0,example_05b_base,store_3
149,2023-01-02 09:00:00,redispatch,0,example_05b_base,store_3
150,2023-01-02 10:00:00,redispatch,0,example_05b_base,store_3
151,2023-01-02 11:00:00,redispatch,0,example_05b_base,store_3
152,2023-01-02 12:00:00,redispatch,0,example_05b_base,store_3
153,2023-01-02 13:00:00,redispatch,0,example_05b_base,store_3
154,2023-01-02 14:00:00,redispatch,0,example_05b_base,store_3
155,2023-01-02 15:00:00,redispatch,0,example_05b_base,store_3
156,2023-01-02 16:00:00,redispatch,0,example_05b_base,store_3
157,2023-01-02 17:00:00,redispatch,0,example_05b_base,store_3
158,2023-01-02 18:00:00,redispatch,0,example_05b_base,store_3
159,2023-01-02 19:00:00,redispatch,0,example_05b_base,store_3
160,2023-01-02 00:00:00,EOM,31,example_05b_base,Unit 1
161,2023-01-02 01:00:00,EOM,31,example_05b_base,Unit 1
162,2023-01-02 02:00:00,EOM,31,example_05b_base,Unit 1
163,2023-01-02 03:00:00,EOM,31,example_05b_base,Unit 1
164,2023-01-02 04:00:00,EOM,31,example_05b_base,Unit 1
165,2023-01-02 05:00:00,EOM,31,example_05b_base,Unit 1
166,2023-01-02 06:00:00,EOM,31,example_05b_base,Unit 1
167,2023-01-02 07:00:00,EOM,31,example_05b_base,Unit 1
168,2023-01-02 08:00:00,EOM,31,example_05b_base,Unit 1
169,2023-01-02 09:00:00,EOM,31,example_05b_base,Unit 1
170,2023-01-02 10:00:00,EOM,31,example_05b_base,Unit 1
171,2023-01-02 11:00:00,EOM,31,example_05b_base,Unit 1
172,2023-01-02 12:00:00,EOM,31,example_05b_base,Unit 1
173,2023-01-02 13:00:00,EOM,31,example_05b_base,Unit 1
174,2023-01-02 14:00:00,EOM,31,example_05b_base,Unit 1
175,2023-01-02 15:00:00,EOM,31,example_05b_base,Unit 1
176,2023-01-02 16:00:00,EOM,31,example_05b_base,Unit 1
177,2023-01-02 17:00:00,EOM,31,example_05b_base,Unit 1
178,2023-01-02 18:00:00,EOM,31,example_05b_base,Unit 1
179,2023-01-02 19:00:00,EOM,31,example_05b_base,Unit 1
180,2023-01-02 00:00:00,EOM,19,example_05b_base,Unit 2
181,2023-01-02 01:00:00,EOM,19,example_05b_base,Unit 2
182,2023-01-02 02:00:00,EOM,19,example_05b_base,Unit 2
183,2023-01-02 03:00:00,EOM,19,example_05b_base,Unit 2
184,2023-01-02 04:00:00,EOM,19,example_05b_base,Unit 2
185,2023-01-02 05:00:00,EOM,19,example_05b_base,Unit 2
186,2023-01-02 06:00:00,EOM,19,example_05b_base,Unit 2
187,2023-01-02 07:00:00,EOM,19,example_05b_base,Unit 2
188,2023-01-02 08:00:00,EOM,19,example_05b_base,Unit 2
189,2023-01-02 09:00:00,EOM,19,example_05b_base,Unit 2
190,2023-01-02 10:00:00,EOM,19,example_05b_base,Unit 2
191,2023-01-02 11:00:00,EOM,19,example_05b_base,Unit 2
192,2023-01-02 12:00:00,EOM,19,example_05b_base,Unit 2
193,2023-01-02 13:00:00,EOM,19,example_05b_base,Unit 2
194,2023-01-02 14:00:00,EOM,19,example_05b_base,Unit 2
195,2023-01-02 15:00:00,EOM,19,example_05b_base,Unit 2
196,2023-01-02 16:00:00,EOM,19,example_05b_base,Unit 2
197,2023-01-02 17:00:00,EOM,19,example_05b_base,Unit 2
198,2023-01-02 18:00:00,EOM,19,example_05b_base,Unit 2
199,2023-01-02 19:00:00,EOM,19,example_05b_base,Unit 2
200,2023-01-02 00:00:00,EOM,0,example_05b_base,Unit 3
201,2023-01-02 01:00:00,EOM,5,example_05b_base,Unit 3
202,2023-01-02 02:00:00,EOM,0,example_05b_base,Unit 3
203,2023-01-02 03:00:00,EOM,5,example_05b_base,Unit 3
204,2023-01-02 04:00:00,EOM,0,example_05b_base,Unit 3
205,2023-01-02 05:00:00,EOM,5,example_05b_base,Unit 3
206,2023-01-02 06:00:00,EOM,0,example_05b_base,Unit 3
207,2023-01-02 07:00:00,EOM,5,example_05b_base,Unit 3
208,2023-01-02 08:00:00,EOM,0,example_05b_base,Unit 3
209,2023-01-02 09:00:00,EOM,5,example_05b_base,Unit 3
210,2023-01-02 10:00:00,EOM,0,example_05b_base,Unit 3
211,2023-01-02 11:00:00,EOM,5,example_05b_base,Unit 3
212,2023-01-02 12:00:00,EOM,0,example_05b_base,Unit 3
213,2023-01-02 13:00:00,EOM,5,example_05b_base,Unit 3
214,2023-01-02 14:00:00,EOM,0,example_05b_base,Unit 3
215,2023-01-02 15:00:00,EOM,5,example_05b_base,Unit 3
216,2023-01-02 16:00:00,EOM,0,example_05b_base,Unit 3
217,2023-01-02 17:00:00,EOM,5,example_05b_base,Unit 3
218,2023-01-02 18:00:00,EOM,0,example_05b_base,Unit 3
219,2023-01-02 19:00:00,EOM,5,example_05b_base,Unit 3
220,2023-01-02 00:00:00,redispatch,-17,example_05b_base,Unit 1
221,2023-01-02 01:00:00,redispatch,-17,example_05b_base,Unit 1
222,2023-01-02 02:00:00,redispatch,-12,example_05b_base,Unit 1
223,2023-01-02 03:00:00,redispatch,-14.5,example_05b_base,Unit 1
224,2023-01-02 04:00:00,redispatch,-12,example_05b_base,Unit 1
225,2023-01-02 05:00:00,redispatch,-14.5,example_05b_base,Unit 1
226,2023-01-02 06:00:00,redispatch,0,example_05b_base,Unit 1
227,2023-01-02 07:00:00,redispatch,-4.5,example_05b_base,Unit 1
228,2023-01-02 08:00:00,redispatch,-4.5,example_05b_base,Unit 1
229,2023-01-02 09:00:00,redispatch,-4.5,example_05b_base,Unit 1
230,2023-01-02 10:00:00,redispatch,0,example_05b_base,Unit 1
231,2023-01-02 11:00:00,redispatch,-4.5,example_05b_base,Unit 1
232,2023-01-02 12:00:00,redispatch,-4.5,example_05b_base,Unit 1
233,2023-01-02 13:00:00,redispatch,-4.5,example_05b_base,Unit 1
234,2023-01-02 14:00:00,redispatch,-4.5,example_05b_base,Unit 1
235,2023-01-02 15:00:00,redispatch,-4.5,example_05b_base,Unit 1
236,2023-01-02 16:00:00,redispatch,-4.5,example_05b_base,Unit 1
237,2023-01-02 17:00:00,redispatch,-4.5,example_05b_base,Unit 1
238,2023-01-02 18:00:00,redispatch,-4.5,example_05b_base,Unit 1
239,2023-01-02 19:00:00,redispatch,-4.5,example_05b_base,Unit 1
240,2023-01-02 00:00:00,redispatch,-5,example_05b_base,Unit 2
241,2023-01-02 01:00:00,redispatch,-5,example_05b_base,Unit 2
242,2023-01-02 02:00:00,redispatch,0,example_05b_base,Unit 2
243,2023-01-02 03:00:00,redispatch,0,example_05b_base,Unit 2
244,2023-01-02 04:00:00,redispatch,0,example_05b_base,Unit 2
245,2023-01-02 05:00:00,redispatch,0,example_05b_base,Unit 2
246,2023-01-02 06:00:00,redispatch,0,example_05b_base,Unit 2
247,2023-01-02 07:00:00,redispatch,0,example_05b_base,Unit 2
248,2023-01-02 08:00:00,redispatch,0,example_05b_base,Unit 2
249,2023-01-02 09:00:00,redispatch,0,example_05b_base,Unit 2
250,2023-01-02 10:00:00,redispatch,0,example_05b_base,Unit 2
251,2023-01-02 11:00:00,redispatch,0,example_05b_base,Unit 2
252,2023-01-02 12:00:00,redispatch,0,example_05b_base,Unit 2
253,2023-01-02 13:00:00,redispatch,0,example_05b_base,Unit 2
254,2023-01-02 14:00:00,redispatch,0,example_05b_base,Unit 2
255,2023-01-02 15:00:00,redispatch,0,example_05b_base,Unit 2
256,2023-01-02 16:00:00,redispatch,0,example_05b_base,Unit 2
257,2023-01-02 17:00:00,redispatch,0,example_05b_base,Unit 2
258,2023-01-02 18:00:00,redispatch,0,example_05b_base,Unit 2
259,2023-01-02 19:00:00,redispatch,0,example_05b_base,Unit 2
260,2023-01-02 00:00:00,redispatch,12,example_05b_base,Unit 3
261,2023-01-02 01:00:00,redispatch,2,example_05b_base,Unit 3
262,2023-01-02 02:00:00,redispatch,12,example_05b_base,Unit 3
263,2023-01-02 03:00:00,redispatch,4.5,example_05b_base,Unit 3
264,2023-01-02 04:00:00,redispatch,12,example_05b_base,Unit 3
265,2023-01-02 05:00:00,redispatch,4.5,example_05b_base,Unit 3
266,2023-01-02 06:00:00,redispatch,10,example_05b_base,Unit 3
267,2023-01-02 07:00:00,redispatch,4.5,example_05b_base,Unit 3
