,demand_DE
0,1267.3480679883726
1,1105.0968221503776
2,684.8250132571405
3,1555.361928158617
4,2301.5142946117317
5,1360.5887552449244
6,626.3686830529764
7,1836.995867725799
8,1616.3242247699404
9,2238.2884275903425
10,1183.6998232138162
11,2203.1217021776943
12,2238.8539545531858
13,1335.7557744730432
14,1345.937427328847
15,832.5310059915307
16,1191.2727702647107
17,1098.7236891789798
18,1024.9489799596138
19,1790.2120446822423
20,922.6373048889485
21,1042.6911395265984
22,796.7559471195455
23,3178.747595273102
24,1683.4380200798118
25,788.1428390821696
26,733.1021882065623
27,2563.2723719379437
28,-109.37632858492498
29,1699.2940778420561
30,2040.5664352365575
31,1807.2612673120589
32,1906.113218391761
33,2912.614795554845
34,700.7496289697945
35,1464.9637628515975
36,1353.6098714997636
37,1701.2590403303745
38,1912.6467950006372
39,1002.0089331148959
40,351.6639622798066
41,991.6645442322933
42,1727.9812290299992
43,1911.6659930026715
44,1278.8717876120313
45,2254.9782107189258
46,1582.6610422610474
47,2006.309009113005
48,1853.2760134060845
49,1639.8207769548826
50,3158.8148191228647
51,1667.6179087083588
52,2453.8337689329096
53,1988.1520479392
54,1096.6058130017284
55,336.3779187945488
56,1945.2940000955182
57,500.18200590841593
58,1408.0699323303652
59,458.28746444533795
60,1659.8580187160355
61,1543.3416251457006
62,2242.5222580532595
63,1444.6518653401645
64,1814.6685262156138
65,1494.3199706605371
66,1796.0067974522449
67,1033.4260036248747
68,1997.0377464050891
69,1053.893942762042
70,951.0652903145789
71,2005.4124317670176
72,269.6163116932157
73,3012.962102756616
74,1883.3057590087226
75,610.0117997392034
76,1952.8867601026327
77,1987.9943627435302
78,-228.0615938268004
79,731.3929495645015
80,1568.2686847458094
81,1572.8825814030583
82,1240.4872317690654
83,1097.9035537978577
84,1789.8415268856713
85,2462.633056000784
86,1347.8995172267591
87,1196.440199963437
88,1366.7495761957566
89,1542.8121616235742
90,2147.5347710040205
91,662.9476922142529
92,2546.064849519881
93,874.2037462580691
94,2176.8039623178256
95,-140.09473497748104
96,1495.1417221458923
97,1670.8110452521732
98,1765.0306767223174
99,2682.448105751356
100,1140.0478319298015
101,2419.8737128739826
102,2133.424051564419
103,3267.435043344694
104,1768.7768177678374
105,1660.3063639474346
106,1532.190165050494
107,1274.3628519376027
108,1349.2376247515792
109,1701.4706942619362
110,1964.7153645188857
111,1487.3284117379258
112,1593.6351273869755
113,224.9656429210395
114,2052.9819138226508
115,1560.889110771545
116,616.6332637920342
117,2350.6915417290456
118,1320.0000648959651
119,826.6861643049947
120,1257.945579699068
121,1476.7208850090371
122,1229.0294789254422
123,1346.3286201682058
124,1860.9021926414944
125,892.1820775082139
126,882.5239303987571
127,674.8878335133512
128,1325.3972494993372
129,1070.0065725647169
130,1572.0096901502534
131,1426.5918860744732
132,1603.8896397508383
133,1647.2002731307352
134,1035.0225581312156
135,1394.6855293845097
136,1305.7796215478575
137,1474.7473704543183
138,1693.759330887162
139,2088.450429869087
140,1667.2878960275941
141,2193.194311526485
142,2719.4640601150413
143,666.118518063669
144,1035.547177149901
145,772.2883773600596
146,2265.284433283964
147,1686.6191230911743
148,1195.806890840198
149,1971.9928677481053
150,1436.130858151715
151,3382.883673154445
152,2303.3786652146064
153,2422.3302881338554
154,1499.1425786759876
155,2326.605034657822
156,1161.3119503841317
157,881.2726711344815
158,2155.25849682303
159,1450.0353180521229
160,1846.8245327302106
161,197.724490418982
162,-176.18193613398284
163,604.8855863110654
164,864.3427183857733
165,2321.226838602991
166,3216.800221222337
167,2289.928988055054
168,2417.164483246612
169,2204.050828515531
170,-122.46010738013774
171,1930.6850028593672
172,620.7452318198152
173,1551.2582994622894
174,2644.2943849253015
175,1153.9649974820284
176,1205.5074816639556
177,1763.427417387166
178,1313.0769033707215
179,2372.3187754474648
180,786.1478855075228
181,1375.2877364977317
182,1254.6112538903399
183,1488.3897006853306
184,505.6552044718393
185,1377.5169807852176
186,2333.259266436661
187,380.7359244609793
188,1916.6978403243452
189,2747.5939779088662
190,1204.1583640311367
191,1314.2884338404149
192,1311.3792793805826
193,2897.2720009678665
194,805.0610660243389
195,1397.6871435408714
196,1522.0393134941698
197,2652.348124319081
198,99.54457868939357
199,1096.638066846941
200,1474.4644216871739
201,-178.2316294638947
202,1058.608063255837
203,1809.69248700321
204,1460.0398956552817
205,1299.6874881216904
206,1248.5474601498106
207,207.63388329656436
208,676.996022094896
209,1624.6170702497575
210,1220.8482036941598
211,276.45500364732925
212,1625.3748923259066
213,1717.273447635632
214,3235.8891230745367
215,801.831552892071
216,333.603666844014
217,-16.828067267134884
218,610.3072949657735
219,2696.0984112177284
220,953.290112040055
221,2852.382657422229
222,2708.412354472192
223,589.9019435283627
224,1123.9555644553166
225,1775.6641073610147
226,955.6462174776996
227,1718.4644742047515
228,1402.00201714498
229,-684.5106703288538
230,3061.0272416857415
231,2262.619630289952
232,2258.4577967097825
233,-1036.1757489846796
234,81.92489174644311
235,1212.3919770699608
236,730.682479369814
237,940.3201036876181
238,1378.9201600476536
239,876.0585566738246
240,1232.3051558549785
241,1038.9465735044234
242,981.5793853800654
243,1480.0357190516506
244,1919.5762039663614
245,2930.6069540512335
246,1361.0090199724048
247,1280.3576906243254
248,1893.197527524619
249,1257.3245453697057
250,2219.5892594510306
251,601.738743980823
252,1970.8788109493807
253,1016.9889492541361
254,354.52925672048013
255,2937.1772728416163
256,482.68632371753597
257,1544.6602141808291
258,2236.696434405053
259,2522.4525687461346
260,1125.3401578904227
261,1910.0462291992771
262,1677.242561657192
263,854.5385567596715
264,1470.8342967039418
265,1173.057544016525
266,1301.7588736591222
267,2181.5621554644385
268,179.5803842168957
269,1826.3966698487784
270,2066.0730267386048
271,1132.6290196441764
272,906.0067840175894
273,1554.0904630235634
274,2294.540103299364
275,1275.9898069308285
276,2154.3186450482262
277,2070.8478244670077
278,1242.015488522952
279,2051.333122940385
280,1640.9350608342017
281,2536.9473147674953
282,1740.872773109421
283,1489.6764238348414
284,2293.431661289754
285,1588.668669948247
286,2097.636773045354
287,1972.2433028379949
288,2419.749761877813
289,1254.4424723633483
290,1218.658845780014
291,1187.5644378809523
292,1493.8915364502814
293,544.0810632411664
294,944.8463307197409
295,-447.0694663813083
296,-260.1092264053532
297,253.85651676759994
298,1936.215443834286
299,2496.0870798227934
300,1339.8467133351564
301,1879.775016276817
302,826.3165880319716
303,1508.6344032651698
304,613.2248012777701
305,194.45203681233784
306,1241.2624892320982
307,1469.4985018810507
308,1317.6831798764524
309,1056.2496408156032
310,1413.251490490439
311,3195.367577429449
312,1364.4707861191603
313,326.0047158686664
314,1197.9384175462103
315,1785.3883619757048
316,1063.6540124427847
317,967.2204280289578
318,1707.7514587945511
319,112.89558832745979
320,2223.764065363858
321,1454.3218434778196
322,3018.497331187985
323,279.7625382055726
324,500.50018129373325
325,1157.6919824385811
326,559.6901672662009
327,963.6610477753266
328,2553.200923032179
329,1517.9367660217965
330,2906.157832095255
331,1582.7623051778774
332,1723.740479776436
333,2020.917984628622
334,2196.373259088619
335,2004.486707316502
336,984.2468681367873
337,1638.6218382012623
338,1333.7297272676526
339,1525.1491763041254
340,633.7210000486032
341,709.7434371907519
342,1453.7001383193726
343,2368.1491030087527
344,2934.0243086113496
345,1856.4798566817788
346,1310.2296925119037
347,3017.331730128867
348,1885.234160476186
349,1325.3610909631875
350,2233.5180410716953
351,493.5235130863057
352,891.7627409770989
353,1041.0841630986126
354,365.9579771355891
355,743.9778951915831
356,1107.9171602944793
357,1529.4005334139827
358,3450.7071356862193
359,527.3697138987311
360,2419.61156696873
361,2508.7559179432747
362,1137.8766905562206
363,1467.8012821023017
364,1033.2737267252699
365,1716.8590578177423
366,2100.193167029153
367,1068.3568471137132
368,1239.108522543331
369,1727.4024616583947
370,1042.3634689439796
371,1010.8821618168406
372,1645.0991959266046
373,958.7181225388839
374,1964.0375120795538
375,2271.67887060199
376,1091.499037565911
377,1785.4524943838242
378,605.8720891625355
379,1608.0708890186982
380,936.3000023520158
381,1249.6441805346926
382,1999.9776604928097
383,841.2567188440304
384,2084.9374835505696
385,1575.7923412350478
386,949.8938961627722
387,2013.5599138864322
388,1886.7802929252973
389,1309.0094805128294
390,1928.6148219984761
391,864.8666204992809
392,2867.8823754538475
393,1562.5907660881699
394,1749.498462191199
395,1163.9497854961132
396,1543.6560509649971
397,314.76708237427715
398,2300.264751958259
399,1790.6360244091993
400,1466.2644736891564
401,513.0474065321227
402,1194.5310116102557
403,1692.0317534113606
404,2939.282735849381
405,1188.0414482184283
406,1135.0698257752367
407,1065.2455800597456
408,1345.2595775170703
409,710.1972973353908
410,3569.5320619168847
411,877.842074310829
412,1796.193283977803
413,1351.9278379433108
414,1652.673637307603
415,1551.4189236325608
416,1730.4042453447773
417,916.1949840139575
418,1568.5830072796848
419,1340.1870320609194
420,927.7268197472379
421,72.99225525750944
422,1511.9238104901065
423,475.28259235375754
424,1506.9956712001094
425,713.8979893503763
426,1449.778635603639
427,676.5422044525837
428,1678.2914846104495
429,2393.0176587451665
430,1546.6691825131873
431,1898.8975086913094
432,926.8074865510509
433,-271.88297045553827
434,2609.181223419724
435,1319.638131199845
436,1751.3493714701144
437,1632.2401264321754
438,2452.50545746256
439,2498.0309637270902
440,1869.8894647999805
441,853.4606733992364
442,1328.91678805544
443,1774.8756645913536
444,386.21174138903234
445,900.809896743555
446,860.4604060511505
447,1378.6368829901257
448,973.7848620584556
449,1272.3803537455433
450,2038.8463219543917
451,646.4063699650065
452,968.4936087260469
453,1772.515816590163
454,129.9041723548446
455,1873.9285242856427
456,1645.1838644442353
457,2445.808621979807
458,1016.3690949557098
459,3100.6038714083943
460,745.0954997391817
461,488.4444298964813
462,681.8696778779881
463,1022.2442005524911
464,897.8503624693706
465,1744.6380549486187
466,2057.2615585486765
467,2258.6771740140957
468,695.9094266137039
469,967.4885896935466
470,2707.308650266955
471,1844.6885557283124
472,2225.1658897589255
473,2393.75526546002
474,1650.5704765698101
475,1388.2340641768287
476,3404.824472725729
477,1569.0325653857376
478,2826.9720884561175
479,1270.2665859497854
480,1087.9285449579377
481,1004.0615109472238
482,2054.0228159954677
483,378.05061676920695
484,2010.9018854319615
485,1012.9599069399205
486,1678.7514538098771
487,1247.7796800312285
488,2437.004240721382
489,1337.5856663984862
490,2022.0835498067854
491,3163.0519312102906
492,2063.8532329106947
493,1640.497042214417
494,2212.9691324578894
495,1188.836490016276
496,2094.999961660258
497,928.181617672064
498,2006.3709750918688
499,1755.0038700212303
500,1389.3033827175136
501,1268.4005293662046
502,1549.2031528072193
503,586.1073737421981
504,1371.9476678878864
505,984.4967741627713
506,1325.9902943553166
507,632.4515325261406
508,1201.4660036714201
509,1832.9122622313303
510,1509.5914164266474
511,994.9125471350374
512,776.16999873827
513,1649.5827220520132
514,178.95919442233912
515,1141.0667390860744
516,1448.7072630177738
517,1295.5141174922665
518,1873.7607136682523
519,1421.857686138764
520,1592.3771845701385
521,659.4682382320392
522,1541.9133418610083
523,1062.872197453464
524,995.1553650158862
525,1024.6087315870461
526,2031.668749268355
527,1135.801894658909
528,2534.727247558386
529,1826.498650068789
530,843.980937355665
531,386.31164966225924
532,1776.4790374297877
533,1658.002271991615
534,816.9560337895075
535,1137.4182148700297
536,2040.7287589714979
537,1808.402016599321
538,1436.0399558566583
539,2078.651665166809
540,1290.4022686604458
541,3485.015334011592
542,1721.5653147878363
543,2073.870970952383
544,1134.5359744452412
545,1607.1900556396195
546,840.4471495311333
547,571.8908142610924
548,2158.711079204889
549,2087.682754342804
550,2074.2014793977783
551,1427.8304244108165
552,2292.519786494256
553,2870.148448844834
554,383.74250109085756
555,2256.4286200801425
556,2533.983271283738
557,1339.870166778762
558,1972.9314334153828
559,2019.5521652562043
560,1964.6463898382308
561,1523.3698483470414
562,1964.3673994418657
563,1988.8990530727103
564,1909.656191184678
565,1123.1219456863878
566,686.3580670896373
567,680.4817316675882
568,540.0726017212199
569,1294.8387865556606
570,809.4586732761761
571,1606.8170198092482
572,626.0544162414478
573,1876.2409976272188
574,998.5750573057694
575,1953.218247751468
576,2170.2362775431984
577,1341.6947509026218
578,1444.4427099612597
579,776.3114681144718
580,1970.1387360932483
581,1444.4540330282873
582,1295.0190657516077
583,2597.554709155119
584,1764.8385412204193
585,3160.288928131842
586,1592.2286313523653
587,2753.8051259807794
588,1780.350638227054
589,2034.825142408657
590,1563.584757709329
591,1568.1987235580075
592,1625.0332218766296
593,3136.089792960488
594,1918.3735625138986
595,2311.098305948578
596,1009.0115327599774
597,57.410711161256586
598,1134.686405923424
