,datetime,power,market_id,unit_id,simulation
0,2019-01-01 01:00:00,1485.0,EOM,KKW ISAR 2,example_01b
0,2019-01-01 01:00:00,-1497.486111111111,EOM,demand_DE,example_01b
0,2019-01-01 02:00:00,1469.701388888889,EOM,KKW ISAR 2,example_01b
0,2019-01-01 02:00:00,-1469.701388888889,EOM,demand_DE,example_01b
0,2019-01-01 03:00:00,1469.701388888889,EOM,KKW ISAR 2,example_01b
0,2019-01-01 03:00:00,-1469.701388888889,EOM,demand_DE,example_01b
0,2019-01-01 04:00:00,1465.958041958042,EOM,KKW ISAR 2,example_01b
0,2019-01-01 04:00:00,-1465.958041958042,EOM,demand_DE,example_01b
0,2019-01-01 05:00:00,1465.958041958042,EOM,KKW ISAR 2,example_01b
0,2019-01-01 05:00:00,-1465.958041958042,EOM,demand_DE,example_01b
0,2019-01-01 06:00:00,1467.832167832168,EOM,KKW ISAR 2,example_01b
0,2019-01-01 06:00:00,-1467.832167832168,EOM,demand_DE,example_01b
0,2019-01-01 07:00:00,1446.861111111111,EOM,KKW ISAR 2,example_01b
0,2019-01-01 07:00:00,-1446.861111111111,EOM,demand_DE,example_01b
0,2019-01-01 01:00:00,12.486111111111086,EOM,NEURATH F,example_01b
1,2019-01-01 02:00:00,0.0,EOM,NEURATH F,example_01b
0,2019-01-01 08:00:00,1446.861111111111,EOM,KKW ISAR 2,example_01b
0,2019-01-01 08:00:00,-1446.861111111111,EOM,demand_DE,example_01b
0,2019-01-01 09:00:00,0.6388888888889142,EOM,NEURATH F,example_01b
0,2019-01-01 09:00:00,1485.0,EOM,KKW ISAR 2,example_01b
0,2019-01-01 09:00:00,-1485.638888888889,EOM,demand_DE,example_01b
0,2019-01-01 10:00:00,1485.0,EOM,KKW ISAR 2,example_01b
0,2019-01-01 10:00:00,-1515.993006993007,EOM,demand_DE,example_01b
0,2019-01-01 11:00:00,1468.7342657342658,EOM,KKW ISAR 2,example_01b
0,2019-01-01 11:00:00,-1468.7342657342658,EOM,demand_DE,example_01b
0,2019-01-01 12:00:00,1452.9930555555557,EOM,KKW ISAR 2,example_01b
0,2019-01-01 12:00:00,-1452.9930555555557,EOM,demand_DE,example_01b
0,2019-01-01 13:00:00,1428.0416666666667,EOM,KKW ISAR 2,example_01b
0,2019-01-01 13:00:00,-1428.0416666666667,EOM,demand_DE,example_01b
0,2019-01-01 14:00:00,1428.0416666666667,EOM,KKW ISAR 2,example_01b
0,2019-01-01 14:00:00,-1428.0416666666667,EOM,demand_DE,example_01b
0,2019-01-01 15:00:00,1449.6993006993007,EOM,KKW ISAR 2,example_01b
0,2019-01-01 15:00:00,-1449.6993006993007,EOM,demand_DE,example_01b
0,2019-01-01 16:00:00,1468.5384615384614,EOM,KKW ISAR 2,example_01b
0,2019-01-01 16:00:00,-1468.5384615384614,EOM,demand_DE,example_01b
