,datetime,power,market_id,unit_id,simulation
0,2019-01-01 01:00:00,50,CRM_pos,Reserve unit 4,experiment_cement_plant_case
1,2019-01-01 01:00:00,50,CRM_pos,Reserve unit 1,experiment_cement_plant_case
2,2019-01-01 01:00:00,50,CRM_pos,Reserve unit 2,experiment_cement_plant_case
3,2019-01-01 01:00:00,50,CRM_pos,Reserve unit 3,experiment_cement_plant_case
4,2019-01-01 01:00:00,-200,CRM_pos,demand_CRM_pos,experiment_cement_plant_case
5,2019-01-01 01:00:00,0,CRM_neg,demand_CRM_neg,experiment_cement_plant_case
6,2019-01-01 05:00:00,50,CRM_pos,Reserve unit 4,experiment_cement_plant_case
7,2019-01-01 05:00:00,50,CRM_pos,Reserve unit 1,experiment_cement_plant_case
8,2019-01-01 05:00:00,50,CRM_pos,Reserve unit 2,experiment_cement_plant_case
9,2019-01-01 05:00:00,50,CRM_pos,Reserve unit 3,experiment_cement_plant_case
10,2019-01-01 05:00:00,-200,CRM_pos,demand_CRM_pos,experiment_cement_plant_case
11,2019-01-01 05:00:00,0,CRM_neg,demand_CRM_neg,experiment_cement_plant_case
12,2019-01-01 09:00:00,50,CRM_pos,Reserve unit 4,experiment_cement_plant_case
13,2019-01-01 09:00:00,50,CRM_pos,Reserve unit 1,experiment_cement_plant_case
14,2019-01-01 09:00:00,50,CRM_pos,Reserve unit 2,experiment_cement_plant_case
15,2019-01-01 09:00:00,50,CRM_pos,Reserve unit 3,experiment_cement_plant_case
16,2019-01-01 09:00:00,-200,CRM_pos,demand_CRM_pos,experiment_cement_plant_case
17,2019-01-01 09:00:00,0,CRM_neg,demand_CRM_neg,experiment_cement_plant_case
18,2019-01-01 13:00:00,50,CRM_pos,Reserve unit 4,experiment_cement_plant_case
19,2019-01-01 13:00:00,50,CRM_pos,Reserve unit 1,experiment_cement_plant_case
20,2019-01-01 13:00:00,50,CRM_pos,Reserve unit 2,experiment_cement_plant_case
21,2019-01-01 13:00:00,50,CRM_pos,Reserve unit 3,experiment_cement_plant_case
22,2019-01-01 13:00:00,-200,CRM_pos,demand_CRM_pos,experiment_cement_plant_case
23,2019-01-01 13:00:00,0,CRM_neg,demand_CRM_neg,experiment_cement_plant_case
24,2019-01-01 02:00:00,100,LTM_OTC,KKW PHILIPPSBURG 2,experiment_cement_plant_case
25,2019-01-01 02:00:00,100,LTM_OTC,KKW BROKDORF,experiment_cement_plant_case
26,2019-01-01 02:00:00,100,LTM_OTC,KKW ISAR 2,experiment_cement_plant_case
