time,power,energy_cashflow,energy_marginal_costs,unit,capacity_pos_cashflow,capacity_neg_cashflow,total_costs,simulation
2019-01-01 21:00:00,0,0,0,Reserve unit 4,12969,,0,experiment_cement_plant_case
2019-01-01 22:00:00,0,0,0,Reserve unit 4,12969,,0,experiment_cement_plant_case
2019-01-01 23:00:00,0,0,0,Reserve unit 4,12969,,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,3242.3,Reserve unit 4,12969,,3242.3,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,6484.5,Reserve unit 4,0,,6484.5,experiment_cement_plant_case
2019-01-01 21:00:00,0,0,0,Reserve unit 4,12969,0,0,experiment_cement_plant_case
2019-01-01 22:00:00,0,0,0,Reserve unit 4,12969,0,0,experiment_cement_plant_case
2019-01-01 23:00:00,0,0,0,Reserve unit 4,12969,0,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,3242.3,Reserve unit 4,12969,0,3242.3,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,6484.5,Reserve unit 4,0,51876,6484.5,experiment_cement_plant_case
2019-01-01 21:00:00,0,0,0,Reserve unit 1,23878,,0,experiment_cement_plant_case
2019-01-01 22:00:00,0,0,0,Reserve unit 1,23878,,0,experiment_cement_plant_case
2019-01-01 23:00:00,0,0,0,Reserve unit 1,23878,,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,5969.5,Reserve unit 1,23878,,5969.5,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,11939,Reserve unit 1,0,,11939,experiment_cement_plant_case
2019-01-01 21:00:00,0,0,0,Reserve unit 1,23878,0,0,experiment_cement_plant_case
2019-01-01 22:00:00,0,0,0,Reserve unit 1,23878,0,0,experiment_cement_plant_case
2019-01-01 23:00:00,0,0,0,Reserve unit 1,23878,0,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,5969.5,Reserve unit 1,23878,0,5969.5,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,11939,Reserve unit 1,0,95513,11939,experiment_cement_plant_case
2019-01-01 21:00:00,0,0,0,Reserve unit 2,18424,,0,experiment_cement_plant_case
2019-01-01 22:00:00,0,0,0,Reserve unit 2,18424,,0,experiment_cement_plant_case
2019-01-01 23:00:00,0,0,0,Reserve unit 2,18424,,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,4605.9,Reserve unit 2,18424,,4605.9,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,9211.8,Reserve unit 2,0,,9211.8,experiment_cement_plant_case
2019-01-01 21:00:00,0,0,0,Reserve unit 2,18424,0,0,experiment_cement_plant_case
2019-01-01 22:00:00,0,0,0,Reserve unit 2,18424,0,0,experiment_cement_plant_case
2019-01-01 23:00:00,0,0,0,Reserve unit 2,18424,0,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,4605.9,Reserve unit 2,18424,0,4605.9,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,9211.8,Reserve unit 2,0,73695,9211.8,experiment_cement_plant_case
2019-01-01 21:00:00,100,4.2759e+05,2545.2,KKW ISAR 2,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,100,4.2759e+05,2545.2,KKW ISAR 2,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,100,4.2759e+05,2545.2,KKW ISAR 2,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,100,4.3356e+05,2545.2,KKW ISAR 2,,,3817.7,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-01 21:00:00,100,4.2759e+05,2545.2,KKW BROKDORF,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,100,4.2759e+05,2545.2,KKW BROKDORF,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,100,4.2759e+05,2545.2,KKW BROKDORF,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,100,4.3356e+05,2545.2,KKW BROKDORF,,,3817.7,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW BROKDORF,,,5090.3,experiment_cement_plant_case
2019-01-01 21:00:00,100,4.2759e+05,2545.2,KKW ISAR 2,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,100,4.2759e+05,2545.2,KKW ISAR 2,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,100,4.2759e+05,2545.2,KKW ISAR 2,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,100,4.3356e+05,2545.2,KKW ISAR 2,,,3817.7,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-01 21:00:00,100,4.2759e+05,2545.2,KKW BROKDORF,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,100,4.2759e+05,2545.2,KKW BROKDORF,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,100,4.2759e+05,2545.2,KKW BROKDORF,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,100,4.3356e+05,2545.2,KKW BROKDORF,,,3817.7,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW BROKDORF,,,5090.3,experiment_cement_plant_case
2019-01-01 21:00:00,0,0,0,Reserve unit 3,12969,,0,experiment_cement_plant_case
2019-01-01 22:00:00,0,0,0,Reserve unit 3,12969,,0,experiment_cement_plant_case
2019-01-01 23:00:00,0,0,0,Reserve unit 3,12969,,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,3242.3,Reserve unit 3,12969,,3242.3,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,6484.5,Reserve unit 3,0,,6484.5,experiment_cement_plant_case
2019-01-01 21:00:00,0,0,0,Reserve unit 3,12969,0,0,experiment_cement_plant_case
2019-01-01 22:00:00,0,0,0,Reserve unit 3,12969,0,0,experiment_cement_plant_case
2019-01-01 23:00:00,0,0,0,Reserve unit 3,12969,0,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,3242.3,Reserve unit 3,12969,0,3242.3,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,6484.5,Reserve unit 3,0,51876,6484.5,experiment_cement_plant_case
2019-01-01 21:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-01 22:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-01 23:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-02 00:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-02 01:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-01 21:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-01 22:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-01 23:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-02 00:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-02 01:00:00,0,,0,A360,,,,experiment_cement_plant_case
2019-01-01 21:00:00,-388.25,-2.0524e+06,1.44e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-01 22:00:00,-410.7,-2.0524e+06,1.44e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-01 23:00:00,-435.86,-2.0524e+06,1.44e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-02 00:00:00,-461.98,-2.1076e+06,2.8259e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-02 01:00:00,-487.28,-2.1106e+06,2.9018e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-01 21:00:00,-450.6,0,0,demand_EOM2,,,,experiment_cement_plant_case
2019-01-01 22:00:00,-468.56,0,0,demand_EOM2,,,,experiment_cement_plant_case
2019-01-01 23:00:00,-488.68,0,0,demand_EOM2,,,,experiment_cement_plant_case
2019-01-02 00:00:00,-509.58,-5733.2,1.4406e+05,demand_EOM2,,,,experiment_cement_plant_case
2019-01-02 01:00:00,-529.82,-46887,1.1782e+06,demand_EOM2,,,,experiment_cement_plant_case
2019-01-01 21:00:00,-388.25,-2.0524e+06,1.44e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-01 22:00:00,-410.7,-2.0524e+06,1.44e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-01 23:00:00,-435.86,-2.0524e+06,1.44e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-02 00:00:00,-461.98,-2.1076e+06,2.8259e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-02 01:00:00,-487.28,-2.1106e+06,2.9018e+06,demand_EOM1,,,,experiment_cement_plant_case
2019-01-01 21:00:00,-450.6,0,0,demand_EOM2,,,,experiment_cement_plant_case
2019-01-01 22:00:00,-468.56,0,0,demand_EOM2,,,,experiment_cement_plant_case
2019-01-01 23:00:00,-488.68,0,0,demand_EOM2,,,,experiment_cement_plant_case
2019-01-02 00:00:00,-509.58,-5733.2,1.4406e+05,demand_EOM2,,,,experiment_cement_plant_case
2019-01-02 01:00:00,-529.82,-46887,1.1782e+06,demand_EOM2,,,,experiment_cement_plant_case
2019-01-01 21:00:00,-300,,0,demand_CRM_pos,-95513,,,experiment_cement_plant_case
2019-01-01 22:00:00,-300,,0,demand_CRM_pos,-95513,,,experiment_cement_plant_case
2019-01-01 23:00:00,-300,,0,demand_CRM_pos,-95513,,,experiment_cement_plant_case
2019-01-02 00:00:00,-300,,0,demand_CRM_pos,-95513,,,experiment_cement_plant_case
2019-01-02 01:00:00,-300,,0,demand_CRM_pos,0,,,experiment_cement_plant_case
2019-01-01 21:00:00,-400,,0,demand_CRM_neg,,0,,experiment_cement_plant_case
2019-01-01 22:00:00,-400,,0,demand_CRM_neg,,0,,experiment_cement_plant_case
2019-01-01 23:00:00,-400,,0,demand_CRM_neg,,0,,experiment_cement_plant_case
2019-01-02 00:00:00,-400,,0,demand_CRM_neg,,0,,experiment_cement_plant_case
2019-01-02 01:00:00,-400,,0,demand_CRM_neg,,-3.8205e+05,,experiment_cement_plant_case
2019-01-01 21:00:00,-300,,0,demand_CRM_pos,-95513,,,experiment_cement_plant_case
2019-01-01 22:00:00,-300,,0,demand_CRM_pos,-95513,,,experiment_cement_plant_case
2019-01-01 23:00:00,-300,,0,demand_CRM_pos,-95513,,,experiment_cement_plant_case
2019-01-02 00:00:00,-300,,0,demand_CRM_pos,-95513,,,experiment_cement_plant_case
2019-01-02 01:00:00,-300,,0,demand_CRM_pos,0,,,experiment_cement_plant_case
2019-01-01 21:00:00,-400,,0,demand_CRM_neg,,0,,experiment_cement_plant_case
2019-01-01 22:00:00,-400,,0,demand_CRM_neg,,0,,experiment_cement_plant_case
2019-01-01 23:00:00,-400,,0,demand_CRM_neg,,0,,experiment_cement_plant_case
2019-01-02 00:00:00,-400,,0,demand_CRM_neg,,0,,experiment_cement_plant_case
2019-01-02 01:00:00,-400,,0,demand_CRM_neg,,-3.8205e+05,,experiment_cement_plant_case
2019-01-01 21:00:00,40,0,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,40,0,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,40,0,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,40,4775.6,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-02 01:00:00,40,4775.6,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-01 21:00:00,10,0,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,10,0,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,10,0,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,10,1193.9,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-02 01:00:00,10,1193.9,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-01 21:00:00,50,0,0,Solar,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,50,0,0,Solar,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,50,0,0,Solar,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,0,Solar,,,0,experiment_cement_plant_case
2019-01-02 01:00:00,50,5969.5,0,Solar,,,0,experiment_cement_plant_case
2019-01-01 21:00:00,30,0,0,Hydro,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,30,0,0,Hydro,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,30,0,0,Hydro,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,30,3581.7,0,Hydro,,,0,experiment_cement_plant_case
2019-01-02 01:00:00,30,3581.7,0,Hydro,,,0,experiment_cement_plant_case
2019-01-01 21:00:00,50,50400,300,Biomass,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,50,50400,300,Biomass,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,50,50400,300,Biomass,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,53982,300,Biomass,,,480,experiment_cement_plant_case
2019-01-02 01:00:00,50,56370,300,Biomass,,,600,experiment_cement_plant_case
2019-01-01 21:00:00,40,0,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,40,0,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,40,0,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,40,4775.6,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-02 01:00:00,40,4775.6,0,Wind onshore,,,0,experiment_cement_plant_case
2019-01-01 21:00:00,10,0,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,10,0,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,10,0,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,10,1193.9,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-02 01:00:00,10,1193.9,0,Wind offshore,,,0,experiment_cement_plant_case
2019-01-01 21:00:00,50,0,0,Solar,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,50,0,0,Solar,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,50,0,0,Solar,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,5969.5,0,Solar,,,0,experiment_cement_plant_case
2019-01-02 01:00:00,50,5969.5,0,Solar,,,0,experiment_cement_plant_case
2019-01-01 21:00:00,30,0,0,Hydro,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,30,0,0,Hydro,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,30,0,0,Hydro,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,30,3581.7,0,Hydro,,,0,experiment_cement_plant_case
2019-01-02 01:00:00,30,3581.7,0,Hydro,,,0,experiment_cement_plant_case
2019-01-01 21:00:00,50,50400,300,Biomass,,,0,experiment_cement_plant_case
2019-01-01 22:00:00,50,50400,300,Biomass,,,0,experiment_cement_plant_case
2019-01-01 23:00:00,50,50400,300,Biomass,,,0,experiment_cement_plant_case
2019-01-02 00:00:00,50,53982,300,Biomass,,,480,experiment_cement_plant_case
2019-01-02 01:00:00,50,56370,300,Biomass,,,600,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 02:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 03:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 04:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 05:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 02:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 03:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 04:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 05:00:00,100,4.3952e+05,2545.2,KKW PHILIPPSBURG 2,,,5090.3,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,6484.5,Reserve unit 4,0,51876,6484.5,experiment_cement_plant_case
2019-01-02 02:00:00,100,11939,6484.5,Reserve unit 4,0,51876,6484.5,experiment_cement_plant_case
2019-01-02 03:00:00,100,11939,6484.5,Reserve unit 4,0,51876,6484.5,experiment_cement_plant_case
2019-01-02 04:00:00,100,11939,6484.5,Reserve unit 4,0,51876,6484.5,experiment_cement_plant_case
2019-01-02 05:00:00,100,11939,6484.5,Reserve unit 4,0,1.1672e+05,6484.5,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,6484.5,Reserve unit 4,0,51876,6484.5,experiment_cement_plant_case
2019-01-02 02:00:00,100,11939,6484.5,Reserve unit 4,0,51876,6484.5,experiment_cement_plant_case
2019-01-02 03:00:00,100,11939,6484.5,Reserve unit 4,0,51876,6484.5,experiment_cement_plant_case
2019-01-02 04:00:00,100,11939,6484.5,Reserve unit 4,0,51876,6484.5,experiment_cement_plant_case
2019-01-02 05:00:00,100,11939,6484.5,Reserve unit 4,0,1.1672e+05,6484.5,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,11939,Reserve unit 1,0,95513,11939,experiment_cement_plant_case
2019-01-02 02:00:00,100,11939,11939,Reserve unit 1,0,95513,11939,experiment_cement_plant_case
2019-01-02 03:00:00,100,11939,11939,Reserve unit 1,0,95513,11939,experiment_cement_plant_case
2019-01-02 04:00:00,100,11939,11939,Reserve unit 1,0,95513,11939,experiment_cement_plant_case
2019-01-02 05:00:00,100,11939,11939,Reserve unit 1,0,2.149e+05,11939,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,11939,Reserve unit 1,0,95513,11939,experiment_cement_plant_case
2019-01-02 02:00:00,100,11939,11939,Reserve unit 1,0,95513,11939,experiment_cement_plant_case
2019-01-02 03:00:00,100,11939,11939,Reserve unit 1,0,95513,11939,experiment_cement_plant_case
2019-01-02 04:00:00,100,11939,11939,Reserve unit 1,0,95513,11939,experiment_cement_plant_case
2019-01-02 05:00:00,100,11939,11939,Reserve unit 1,0,2.149e+05,11939,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,9211.8,Reserve unit 2,0,73695,9211.8,experiment_cement_plant_case
2019-01-02 02:00:00,100,11939,9211.8,Reserve unit 2,0,73695,9211.8,experiment_cement_plant_case
2019-01-02 03:00:00,100,11939,9211.8,Reserve unit 2,0,73695,9211.8,experiment_cement_plant_case
2019-01-02 04:00:00,100,11939,9211.8,Reserve unit 2,0,73695,9211.8,experiment_cement_plant_case
2019-01-02 05:00:00,100,11939,9211.8,Reserve unit 2,0,1.6581e+05,9211.8,experiment_cement_plant_case
2019-01-02 01:00:00,100,11939,9211.8,Reserve unit 2,0,73695,9211.8,experiment_cement_plant_case
2019-01-02 02:00:00,100,11939,9211.8,Reserve unit 2,0,73695,9211.8,experiment_cement_plant_case
2019-01-02 03:00:00,100,11939,9211.8,Reserve unit 2,0,73695,9211.8,experiment_cement_plant_case
2019-01-02 04:00:00,100,11939,9211.8,Reserve unit 2,0,73695,9211.8,experiment_cement_plant_case
2019-01-02 05:00:00,100,11939,9211.8,Reserve unit 2,0,1.6581e+05,9211.8,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 02:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 03:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 04:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 05:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW BROKDORF,,,5090.3,experiment_cement_plant_case
2019-01-02 02:00:00,100,4.3952e+05,2545.2,KKW BROKDORF,,,5090.3,experiment_cement_plant_case
2019-01-02 03:00:00,100,4.3952e+05,2545.2,KKW BROKDORF,,,5090.3,experiment_cement_plant_case
2019-01-02 04:00:00,100,4.3952e+05,2545.2,KKW BROKDORF,,,5090.3,experiment_cement_plant_case
2019-01-02 05:00:00,100,4.3952e+05,2545.2,KKW BROKDORF,,,5090.3,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 02:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 03:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 04:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 05:00:00,100,4.3952e+05,2545.2,KKW ISAR 2,,,5090.3,experiment_cement_plant_case
2019-01-02 01:00:00,100,4.3952e+05,2545.2,KKW BROKDORF,,,5090.3,experiment_cement_plant_case
2019-01-02 02:00:00,100,4.3952e+05,2545.2,KKW BROKDORF,,,5090.3,experiment_cement_plant_case
