,power,unit,simulation
2019-01-01 17:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-01 18:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-01 19:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-01 20:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-01 21:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-01 22:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-01 23:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-01 00:00:00,-2163.3,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 01:00:00,-2082.7,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 02:00:00,-2005.7,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 03:00:00,-1965.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 04:00:00,-1954.85,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 05:00:00,-1931.75,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 06:00:00,-1906.1,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 07:00:00,-1943.75,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 08:00:00,-1984.65,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 09:00:00,-2111.8,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 10:00:00,-2246.25,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 11:00:00,-2389.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 12:00:00,-2456.15,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 13:00:00,-2439.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 14:00:00,-2426.7000000000003,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 15:00:00,-2448.35,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 16:00:00,-2534.65,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 17:00:00,-2694.85,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 18:00:00,-2733.2,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 19:00:00,-2682.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 20:00:00,-2567.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 21:00:00,-2486.85,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 22:00:00,-2437.0,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-01 23:00:00,-2297.85,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 00:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 01:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 02:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 03:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 04:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 05:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 06:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 07:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 08:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 09:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 10:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 11:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 12:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 13:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 14:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 15:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 16:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 17:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 18:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 19:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 20:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 21:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 22:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 23:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-02 00:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 01:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 02:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 03:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 04:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 05:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 06:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 07:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 08:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 09:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 10:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 11:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 12:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 13:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 14:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 15:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 16:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 17:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 18:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 19:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 20:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 21:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 22:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 23:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-02 00:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 01:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 02:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 03:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 04:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 05:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 06:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 07:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 08:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 09:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 10:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 11:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 12:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 13:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 14:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 15:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 16:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 17:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 18:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 19:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 20:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 21:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 22:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-02 23:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-01 00:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 01:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 02:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 03:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 04:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 05:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 06:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 07:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 08:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 09:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 10:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 11:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 12:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 13:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 14:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 15:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 16:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 17:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 18:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 19:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 20:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 21:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 22:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-01 23:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 00:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 01:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 02:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 03:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 04:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 05:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 06:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 07:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 08:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 09:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 10:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 11:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 12:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 13:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 14:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 15:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 16:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 17:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 18:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 19:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 20:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 21:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 22:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 23:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-02 00:00:00,-2191.3999999999996,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 01:00:00,-2116.25,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 02:00:00,-2096.9,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 03:00:00,-2121.4,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 04:00:00,-2192.8,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 05:00:00,-2346.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 06:00:00,-2635.85,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 07:00:00,-2908.45,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 08:00:00,-3075.7,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 09:00:00,-3171.5,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 10:00:00,-3223.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 11:00:00,-3289.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 12:00:00,-3302.5,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 13:00:00,-3265.85,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 14:00:00,-3205.7,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 15:00:00,-3198.45,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 16:00:00,-3259.35,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 17:00:00,-3422.0,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 18:00:00,-3405.75,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 19:00:00,-3321.95,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 20:00:00,-3135.05,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 21:00:00,-2977.15,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 22:00:00,-2881.65,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-02 23:00:00,-2698.15,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-03 00:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 01:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 02:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 03:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 04:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 05:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 06:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 07:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 08:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 09:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 10:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 11:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 12:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 13:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 14:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 15:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 16:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 17:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 18:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 19:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 20:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 21:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 22:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 23:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-03 00:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 01:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 02:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 03:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 04:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 05:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 06:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 07:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 08:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 09:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 10:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 11:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 12:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 13:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 14:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 15:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 16:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 17:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 18:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 19:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 20:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 21:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 22:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 23:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-03 00:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 01:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 02:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 03:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 04:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 05:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 06:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 07:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 08:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 09:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 10:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 11:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 12:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 13:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 14:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 15:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 16:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 17:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 18:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 19:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 20:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 21:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 22:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 23:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-03 00:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-03 01:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-03 02:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-03 03:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-03 04:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-03 05:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-03 06:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-03 07:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-03 08:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
