datetime,Solar,Wind Onshore
2019-03-01 00:00:00,0.0,0.35
2019-03-01 01:00:00,0.0,0.36469740291909325
2019-03-01 02:00:00,0.0,0.37934396443541
2019-03-01 03:00:00,0.0,0.39388901901726125
2019-03-01 04:00:00,0.0,0.4082822522667583
2019-03-01 05:00:00,0.0,0.4224738749678795
2019-03-01 06:00:00,0.0,0.43641479531782335
2019-03-01 07:00:00,0.13167227699957834,0.4500567887458619
2019-03-01 08:00:00,0.35355339059327373,0.4633526647322573
2019-03-01 09:00:00,0.5946035575013606,0.47625643005017804
2019-03-01 10:00:00,0.8059274488676563,0.48872344786592814
2019-03-01 11:00:00,0.9493266376824355,0.5007105921471274
2019-03-01 12:00:00,1.0,0.512176396844713
2019-03-01 13:00:00,0.9493266376824355,0.5230811993327097
2019-03-01 14:00:00,0.8059274488676565,0.5333872776095814
2019-03-01 15:00:00,0.5946035575013606,0.5430589807865549
2019-03-01 16:00:00,0.35355339059327373,0.5520628524115305
2019-03-01 17:00:00,0.13167227699957854,0.560367746201974
2019-03-01 18:00:00,1.3552402065046528e-24,0.567944933786449
2019-03-01 19:00:00,0.0,0.5747682040820844
2019-03-01 20:00:00,0.0,0.5808139539642152
2019-03-01 21:00:00,0.0,0.586061269914546
2019-03-01 22:00:00,0.0,0.5904920003654022
2019-03-01 23:00:00,0.0,0.594090818489814
2019-03-02 00:00:00,0.0,0.5968452752202292
2019-03-02 01:00:00,0.0,0.5987458423124516
2019-03-02 02:00:00,0.0,0.5997859453058387
2019-03-02 03:00:00,0.0,0.5999619862657413
2019-03-02 04:00:00,0.0,0.5992733562295148
2019-03-02 05:00:00,0.0,0.5977224373130495
2019-03-02 06:00:00,0.0,0.5953145944705307
2019-03-02 07:00:00,0.13167227699957834,0.5920581569359362
2019-03-02 08:00:00,0.35355339059327373,0.587964389410467
2019-03-02 09:00:00,0.5946035575013606,0.5830474530955803
2019-03-02 10:00:00,0.8059274488676563,0.5773243567064203
2019-03-02 11:00:00,0.9493266376824355,0.5708148976351015
2019-03-02 12:00:00,1.0,0.5635415934673715
2019-03-02 13:00:00,0.9493266376824355,0.555529604089555
2019-03-02 14:00:00,0.8059274488676565,0.5468066446552227
2019-03-02 15:00:00,0.5946035575013606,0.5374028897126572
2019-03-02 16:00:00,0.35355339059327373,0.5273508688247528
2019-03-02 17:00:00,0.13167227699957854,0.5166853540424289
2019-03-02 18:00:00,1.3552402065046528e-24,0.5054432396208032
2019-03-02 19:00:00,0.0,0.4936634143942173
2019-03-02 20:00:00,0.0,0.4813866272515923
2019-03-02 21:00:00,0.0,0.4686553461774667
2019-03-02 22:00:00,0.0,0.45551361134631957
2019-03-02 23:00:00,0.0,0.442006882778361
2019-03-03 00:00:00,0.0,0.42818188308377536
2019-03-03 01:00:00,0.0,0.41408643583940363
2019-03-03 02:00:00,0.0,0.3997693001569478
2019-03-03 03:00:00,0.0,0.38528000201496676
2019-03-03 04:00:00,0.0,0.37066866293811623
2019-03-03 05:00:00,0.0,0.3559858266162711
2019-03-03 06:00:00,0.0,0.3412822840632896
2019-03-03 07:00:00,0.13167227699957834,0.32660889792023085
2019-03-03 08:00:00,0.35355339059327373,0.3120164265108004
2019-03-03 09:00:00,0.5946035575013606,0.29755534825764973
2019-03-03 10:00:00,0.8059274488676563,0.283275687066914
2019-03-03 11:00:00,0.9493266376824355,0.2692268392850159
2019-03-03 12:00:00,1.0,0.2554574028263327
2019-03-03 13:00:00,0.9493266376824355,0.24201500906280496
2019-03-03 14:00:00,0.8059274488676565,0.22894615805702034
2019-03-03 15:00:00,0.5946035575013606,0.2162960577087328
2019-03-03 16:00:00,0.35355339059327373,0.20410846737124536
2019-03-03 17:00:00,0.13167227699957854,0.192425546478618
2019-03-03 18:00:00,1.3552402065046528e-24,0.18128770870733366
2019-03-03 19:00:00,0.0,0.17073348217690462
2019-03-03 20:00:00,0.0,0.16079937617301793
2019-03-03 21:00:00,0.0,0.15151975485424957
2019-03-03 22:00:00,0.0,0.14292671837922477
2019-03-03 23:00:00,0.0,0.13504999186542882
2019-03-04 00:00:00,0.0,0.12791682256378462
2019-03-04 01:00:00,0.0,0.12155188560468991
2019-03-04 02:00:00,0.0,0.11597719864156045
2019-03-04 03:00:00,0.0,0.11121204568714357
2019-03-04 04:00:00,0.0,0.10727291040606926
2019-03-04 05:00:00,0.0,0.10417341909439248
2019-03-04 06:00:00,0.0,0.10192429354337437
2019-03-04 07:00:00,0.13167227699957834,0.10053331395055487
2019-03-04 08:00:00,0.35355339059327373,0.10000529200641572
2019-03-04 09:00:00,0.5946035575013606,0.10034205424973289
2019-03-04 10:00:00,0.8059274488676563,0.10154243574919519
2019-03-04 11:00:00,0.9493266376824355,0.1036022841331466
2019-03-04 12:00:00,1.0,0.10651447395351135
2019-03-04 13:00:00,0.9493266376824355,0.11026893133421536
2019-03-04 14:00:00,0.8059274488676565,0.11485266881883854
2019-03-04 15:00:00,0.5946035575013606,0.12024983029695371
2019-03-04 16:00:00,0.35355339059327373,0.1264417458537421
2019-03-04 17:00:00,0.13167227699957854,0.13340699635314837
2019-03-04 18:00:00,1.3552402065046528e-24,0.14112148753117035
2019-03-04 19:00:00,0.0,0.1495585333429771
2019-03-04 20:00:00,0.0,0.1586889482755415
2019-03-04 21:00:00,0.0,0.16848114830645747
2019-03-04 22:00:00,0.0,0.17890126015970617
2019-03-04 23:00:00,0.0,0.18991323848042976
2019-03-05 00:00:00,0.0,0.20147899052338272
