datetime,demand_EOM
2019-03-01 00:00:00,30033.751387861037
2019-03-01 01:00:00,29449.333916208954
2019-03-01 02:00:00,29250.0
2019-03-01 03:00:00,29449.333916208954
2019-03-01 04:00:00,30033.751387861037
2019-03-01 05:00:00,30963.425330058795
2019-03-01 06:00:00,32175.000000007316
2019-03-01 07:00:00,33585.908586549565
2019-03-01 08:00:00,35100.0000158312
2019-03-01 09:00:00,36614.09186961721
2019-03-01 10:00:00,38025.00952792956
2019-03-01 11:00:00,39236.71930698235
2019-03-01 12:00:00,40167.84297175362
2019-03-01 13:00:00,40763.428085764746
2019-03-01 14:00:00,41024.178337499376
2019-03-01 15:00:00,41063.750282586414
2019-03-01 16:00:00,41125.80603480156
2019-03-01 17:00:00,41372.10898731565
2019-03-01 18:00:00,41476.18234531315
2019-03-01 19:00:00,40664.09141384975
2019-03-01 20:00:00,38551.18234531316
2019-03-01 21:00:00,35721.44290352461
2019-03-01 22:00:00,33134.55742266259
2019-03-01 23:00:00,31276.509528854065
2019-03-02 00:00:00,30033.751387861037
2019-03-02 01:00:00,29449.333916208954
2019-03-02 02:00:00,29250.0
2019-03-02 03:00:00,29449.333916208954
2019-03-02 04:00:00,30033.751387861037
2019-03-02 05:00:00,30963.425330058795
2019-03-02 06:00:00,32175.000000007316
2019-03-02 07:00:00,33585.908586549565
2019-03-02 08:00:00,35100.0000158312
2019-03-02 09:00:00,36614.09186961721
2019-03-02 10:00:00,38025.00952792956
2019-03-02 11:00:00,39236.71930698235
2019-03-02 12:00:00,40167.84297175362
2019-03-02 13:00:00,40763.428085764746
2019-03-02 14:00:00,41024.178337499376
2019-03-02 15:00:00,41063.750282586414
2019-03-02 16:00:00,41125.80603480156
2019-03-02 17:00:00,41372.10898731565
2019-03-02 18:00:00,41476.18234531315
2019-03-02 19:00:00,40664.09141384975
2019-03-02 20:00:00,38551.18234531316
2019-03-02 21:00:00,35721.44290352461
2019-03-02 22:00:00,33134.55742266259
2019-03-02 23:00:00,31276.509528854065
2019-03-03 00:00:00,30033.751387861037
2019-03-03 01:00:00,29449.333916208954
2019-03-03 02:00:00,29250.0
2019-03-03 03:00:00,29449.333916208954
2019-03-03 04:00:00,30033.751387861037
2019-03-03 05:00:00,30963.425330058795
2019-03-03 06:00:00,32175.000000007316
2019-03-03 07:00:00,33585.908586549565
2019-03-03 08:00:00,35100.0000158312
2019-03-03 09:00:00,36614.09186961721
2019-03-03 10:00:00,38025.00952792956
2019-03-03 11:00:00,39236.71930698235
2019-03-03 12:00:00,40167.84297175362
2019-03-03 13:00:00,40763.428085764746
2019-03-03 14:00:00,41024.178337499376
2019-03-03 15:00:00,41063.750282586414
2019-03-03 16:00:00,41125.80603480156
2019-03-03 17:00:00,41372.10898731565
2019-03-03 18:00:00,41476.18234531315
2019-03-03 19:00:00,40664.09141384975
2019-03-03 20:00:00,38551.18234531316
2019-03-03 21:00:00,35721.44290352461
2019-03-03 22:00:00,33134.55742266259
2019-03-03 23:00:00,31276.509528854065
2019-03-04 00:00:00,30033.751387861037
2019-03-04 01:00:00,29449.333916208954
2019-03-04 02:00:00,29250.0
2019-03-04 03:00:00,29449.333916208954
2019-03-04 04:00:00,30033.751387861037
2019-03-04 05:00:00,30963.425330058795
2019-03-04 06:00:00,32175.000000007316
2019-03-04 07:00:00,33585.908586549565
2019-03-04 08:00:00,35100.0000158312
2019-03-04 09:00:00,36614.09186961721
2019-03-04 10:00:00,38025.00952792956
2019-03-04 11:00:00,39236.71930698235
2019-03-04 12:00:00,40167.84297175362
2019-03-04 13:00:00,40763.428085764746
2019-03-04 14:00:00,41024.178337499376
2019-03-04 15:00:00,41063.750282586414
2019-03-04 16:00:00,41125.80603480156
2019-03-04 17:00:00,41372.10898731565
2019-03-04 18:00:00,41476.18234531315
2019-03-04 19:00:00,40664.09141384975
2019-03-04 20:00:00,38551.18234531316
2019-03-04 21:00:00,35721.44290352461
2019-03-04 22:00:00,33134.55742266259
2019-03-04 23:00:00,31276.509528854065
2019-03-05 00:00:00,30033.751387861037
