datetime,demand_south
2019-01-01 00:00:00,46380.0
2019-01-01 01:00:00,44880.0
2019-01-01 02:00:00,44610.0
2019-01-01 03:00:00,44290.0
2019-01-01 04:00:00,43520.0
2019-01-01 05:00:00,44810.0
2019-01-01 06:00:00,47460.0
2019-01-01 07:00:00,49950.0
2019-01-01 08:00:00,52290.0
2019-01-01 09:00:00,53150.0
2019-01-01 10:00:00,54090.0
2019-01-01 11:00:00,54050.0
2019-01-01 12:00:00,53070.0
2019-01-01 13:00:00,52650.0
2019-01-01 14:00:00,51690.0
2019-01-01 15:00:00,50910.0
2019-01-01 16:00:00,52040.0
2019-01-01 17:00:00,53120.0
2019-01-01 18:00:00,54840.0
2019-01-01 19:00:00,53790.0
2019-01-01 20:00:00,52240.0
2019-01-01 21:00:00,50220.0
2019-01-01 22:00:00,48900.0
2019-01-01 23:00:00,47000.0
2019-01-02 00:00:00,46170.0
2019-01-02 01:00:00,45070.0
2019-01-02 02:00:00,44560.0
2019-01-02 03:00:00,44140.0
2019-01-02 04:00:00,44150.0
2019-01-02 05:00:00,45280.0
2019-01-02 06:00:00,48030.0
2019-01-02 07:00:00,49920.0
2019-01-02 08:00:00,52140.0
2019-01-02 09:00:00,53170.0
2019-01-02 10:00:00,54000.0
2019-01-02 11:00:00,54170.0
2019-01-02 12:00:00,53010.0
2019-01-02 13:00:00,52040.0
2019-01-02 14:00:00,51290.0
2019-01-02 15:00:00,51370.0
2019-01-02 16:00:00,52160.0
2019-01-02 17:00:00,53600.0
2019-01-02 18:00:00,54330.0
2019-01-02 19:00:00,53880.0
2019-01-02 20:00:00,52340.0
2019-01-02 21:00:00,50490.0
2019-01-02 22:00:00,48800.0
2019-01-02 23:00:00,47110.0
2019-01-03 00:00:00,46480.0
2019-01-03 01:00:00,45180.0
2019-01-03 02:00:00,44490.0
2019-01-03 03:00:00,44210.0
2019-01-03 04:00:00,43650.0
2019-01-03 05:00:00,45080.0
2019-01-03 06:00:00,47280.0
2019-01-03 07:00:00,49860.0
2019-01-03 08:00:00,52210.0
2019-01-03 09:00:00,53910.0
2019-01-03 10:00:00,53520.0
2019-01-03 11:00:00,54110.0
2019-01-03 12:00:00,52520.0
2019-01-03 13:00:00,52190.0
2019-01-03 14:00:00,51600.0
2019-01-03 15:00:00,51350.0
2019-01-03 16:00:00,52150.0
2019-01-03 17:00:00,53680.0
2019-01-03 18:00:00,54440.0
2019-01-03 19:00:00,53650.0
2019-01-03 20:00:00,52570.0
2019-01-03 21:00:00,50360.0
2019-01-03 22:00:00,48170.0
2019-01-03 23:00:00,46720.0
2019-01-04 00:00:00,45580.0
2019-01-04 01:00:00,44850.0
2019-01-04 02:00:00,44010.0
2019-01-04 03:00:00,43780.0
2019-01-04 04:00:00,43490.0
2019-01-04 05:00:00,44760.0
2019-01-04 06:00:00,47120.0
2019-01-04 07:00:00,49450.0
2019-01-04 08:00:00,51920.0
2019-01-04 09:00:00,52680.0
2019-01-04 10:00:00,53150.0
2019-01-04 11:00:00,53140.0
2019-01-04 12:00:00,52140.0
2019-01-04 13:00:00,51930.0
2019-01-04 14:00:00,50890.0
2019-01-04 15:00:00,50670.0
2019-01-04 16:00:00,51550.0
2019-01-04 17:00:00,53030.0
2019-01-04 18:00:00,54220.0
2019-01-04 19:00:00,53230.0
2019-01-04 20:00:00,51650.0
2019-01-04 21:00:00,49890.0
2019-01-04 22:00:00,47570.0
2019-01-04 23:00:00,46170.0
2019-01-05 00:00:00,44780.0
2019-01-05 01:00:00,43770.0
2019-01-05 02:00:00,43410.0
2019-01-05 03:00:00,42710.0
2019-01-05 04:00:00,42840.0
2019-01-05 05:00:00,44380.0
2019-01-05 06:00:00,46130.0
2019-01-05 07:00:00,49010.0
2019-01-05 08:00:00,50710.0
2019-01-05 09:00:00,52030.0
2019-01-05 10:00:00,52160.0
2019-01-05 11:00:00,52350.0
2019-01-05 12:00:00,51990.0
2019-01-05 13:00:00,50460.0
2019-01-05 14:00:00,50390.0
2019-01-05 15:00:00,49970.0
2019-01-05 16:00:00,50450.0
2019-01-05 17:00:00,51640.0
2019-01-05 18:00:00,53210.0
2019-01-05 19:00:00,52290.0
2019-01-05 20:00:00,51060.0
2019-01-05 21:00:00,49170.0
2019-01-05 22:00:00,47790.0
2019-01-05 23:00:00,45800.0
2019-01-06 00:00:00,43940.0
2019-01-06 01:00:00,43180.0
2019-01-06 02:00:00,42470.0
2019-01-06 03:00:00,42400.0
2019-01-06 04:00:00,42270.0
2019-01-06 05:00:00,43230.0
2019-01-06 06:00:00,45680.0
2019-01-06 07:00:00,47450.0
2019-01-06 08:00:00,49750.0
2019-01-06 09:00:00,50740.0
2019-01-06 10:00:00,51260.0
2019-01-06 11:00:00,50960.0
2019-01-06 12:00:00,50860.0
2019-01-06 13:00:00,49880.0
2019-01-06 14:00:00,48790.0
2019-01-06 15:00:00,48570.0
2019-01-06 16:00:00,49680.0
2019-01-06 17:00:00,51280.0
2019-01-06 18:00:00,52720.0
2019-01-06 19:00:00,52150.0
2019-01-06 20:00:00,50070.0
2019-01-06 21:00:00,47870.0
2019-01-06 22:00:00,45770.0
2019-01-06 23:00:00,45000.0
2019-01-07 00:00:00,46070.0
2019-01-07 01:00:00,45050.0
2019-01-07 02:00:00,44250.0
2019-01-07 03:00:00,44000.0
2019-01-07 04:00:00,44320.0
2019-01-07 05:00:00,45210.0
2019-01-07 06:00:00,47370.0
2019-01-07 07:00:00,49740.0
2019-01-07 08:00:00,51770.0
2019-01-07 09:00:00,53270.0
2019-01-07 10:00:00,53780.0
2019-01-07 11:00:00,54370.0
2019-01-07 12:00:00,53090.0
2019-01-07 13:00:00,52610.0
2019-01-07 14:00:00,51390.0
2019-01-07 15:00:00,50810.0
2019-01-07 16:00:00,51620.0
2019-01-07 17:00:00,53190.0
2019-01-07 18:00:00,55250.0
2019-01-07 19:00:00,53540.0
2019-01-07 20:00:00,52560.0
2019-01-07 21:00:00,50150.0
2019-01-07 22:00:00,48820.0
2019-01-07 23:00:00,47150.0
2019-01-08 00:00:00,46250.0
2019-01-08 01:00:00,45150.0
2019-01-08 02:00:00,44240.0
2019-01-08 03:00:00,44160.0
2019-01-08 04:00:00,43920.0
2019-01-08 05:00:00,44830.0
2019-01-08 06:00:00,47060.0
2019-01-08 07:00:00,50100.0
2019-01-08 08:00:00,52800.0
2019-01-08 09:00:00,53480.0
2019-01-08 10:00:00,53760.0
2019-01-08 11:00:00,53890.0
2019-01-08 12:00:00,53470.0
2019-01-08 13:00:00,52370.0
2019-01-08 14:00:00,51420.0
2019-01-08 15:00:00,51510.0
2019-01-08 16:00:00,52060.0
2019-01-08 17:00:00,53920.0
2019-01-08 18:00:00,54610.0
2019-01-08 19:00:00,53410.0
2019-01-08 20:00:00,51870.0
2019-01-08 21:00:00,50920.0
2019-01-08 22:00:00,49050.0
2019-01-08 23:00:00,46990.0
2019-01-09 00:00:00,46190.0
2019-01-09 01:00:00,45560.0
2019-01-09 02:00:00,44120.0
2019-01-09 03:00:00,43800.0
2019-01-09 04:00:00,44210.0
2019-01-09 05:00:00,45060.0
2019-01-09 06:00:00,47420.0
2019-01-09 07:00:00,50000.0
2019-01-09 08:00:00,52410.0
2019-01-09 09:00:00,53880.0
2019-01-09 10:00:00,53830.0
2019-01-09 11:00:00,54010.0
2019-01-09 12:00:00,52400.0
2019-01-09 13:00:00,52280.0
2019-01-09 14:00:00,51290.0
2019-01-09 15:00:00,50800.0
2019-01-09 16:00:00,51650.0
2019-01-09 17:00:00,53320.0
2019-01-09 18:00:00,54850.0
2019-01-09 19:00:00,53370.0
2019-01-09 20:00:00,52310.0
2019-01-09 21:00:00,50280.0
2019-01-09 22:00:00,48450.0
2019-01-09 23:00:00,47330.0
2019-01-10 00:00:00,46440.0
2019-01-10 01:00:00,45530.0
2019-01-10 02:00:00,44370.0
2019-01-10 03:00:00,43860.0
2019-01-10 04:00:00,43980.0
2019-01-10 05:00:00,45230.0
2019-01-10 06:00:00,47470.0
2019-01-10 07:00:00,49720.0
2019-01-10 08:00:00,52330.0
2019-01-10 09:00:00,53500.0
2019-01-10 10:00:00,54610.0
2019-01-10 11:00:00,54410.0
2019-01-10 12:00:00,52780.0
2019-01-10 13:00:00,52210.0
2019-01-10 14:00:00,51100.0
2019-01-10 15:00:00,50990.0
2019-01-10 16:00:00,52020.0
2019-01-10 17:00:00,53810.0
2019-01-10 18:00:00,54310.0
2019-01-10 19:00:00,53590.0
2019-01-10 20:00:00,51630.0
2019-01-10 21:00:00,50370.0
2019-01-10 22:00:00,48240.0
2019-01-10 23:00:00,46890.0
2019-01-11 00:00:00,45590.0
2019-01-11 01:00:00,44690.0
2019-01-11 02:00:00,43510.0
2019-01-11 03:00:00,43220.0
2019-01-11 04:00:00,44160.0
2019-01-11 05:00:00,44370.0
2019-01-11 06:00:00,46640.0
2019-01-11 07:00:00,50090.0
2019-01-11 08:00:00,52550.0
2019-01-11 09:00:00,52520.0
2019-01-11 10:00:00,53150.0
2019-01-11 11:00:00,53370.0
2019-01-11 12:00:00,53060.0
2019-01-11 13:00:00,51470.0
2019-01-11 14:00:00,50960.0
2019-01-11 15:00:00,50900.0
2019-01-11 16:00:00,51540.0
2019-01-11 17:00:00,52770.0
2019-01-11 18:00:00,53960.0
2019-01-11 19:00:00,52820.0
2019-01-11 20:00:00,51700.0
2019-01-11 21:00:00,49840.0
2019-01-11 22:00:00,48130.0
2019-01-11 23:00:00,46420.0
2019-01-12 00:00:00,45260.0
2019-01-12 01:00:00,44300.0
2019-01-12 02:00:00,43340.0
2019-01-12 03:00:00,43030.0
2019-01-12 04:00:00,42950.0
2019-01-12 05:00:00,44040.0
2019-01-12 06:00:00,46030.0
2019-01-12 07:00:00,48890.0
2019-01-12 08:00:00,50960.0
2019-01-12 09:00:00,52740.0
2019-01-12 10:00:00,52950.0
2019-01-12 11:00:00,52580.0
2019-01-12 12:00:00,51490.0
2019-01-12 13:00:00,50650.0
2019-01-12 14:00:00,50620.0
2019-01-12 15:00:00,49970.0
2019-01-12 16:00:00,50770.0
2019-01-12 17:00:00,51550.0
2019-01-12 18:00:00,53480.0
2019-01-12 19:00:00,52600.0
2019-01-12 20:00:00,50650.0
2019-01-12 21:00:00,49020.0
2019-01-12 22:00:00,47410.0
2019-01-12 23:00:00,45880.0
2019-01-13 00:00:00,44130.0
2019-01-13 01:00:00,43110.0
2019-01-13 02:00:00,42350.0
2019-01-13 03:00:00,42100.0
2019-01-13 04:00:00,42430.0
2019-01-13 05:00:00,42490.0
2019-01-13 06:00:00,45220.0
2019-01-13 07:00:00,47850.0
2019-01-13 08:00:00,50030.0
2019-01-13 09:00:00,50910.0
2019-01-13 10:00:00,50840.0
2019-01-13 11:00:00,51480.0
2019-01-13 12:00:00,51190.0
2019-01-13 13:00:00,49490.0
2019-01-13 14:00:00,49480.0
2019-01-13 15:00:00,48770.0
2019-01-13 16:00:00,49570.0
2019-01-13 17:00:00,50700.0
2019-01-13 18:00:00,51990.0
2019-01-13 19:00:00,51780.0
2019-01-13 20:00:00,50120.0
2019-01-13 21:00:00,48650.0
2019-01-13 22:00:00,46690.0
2019-01-13 23:00:00,45040.0
2019-01-14 00:00:00,46780.0
2019-01-14 01:00:00,45280.0
2019-01-14 02:00:00,44640.0
2019-01-14 03:00:00,43960.0
2019-01-14 04:00:00,44060.0
2019-01-14 05:00:00,44980.0
2019-01-14 06:00:00,47700.0
2019-01-14 07:00:00,49690.0
2019-01-14 08:00:00,52550.0
2019-01-14 09:00:00,53370.0
2019-01-14 10:00:00,54180.0
2019-01-14 11:00:00,54040.0
2019-01-14 12:00:00,53630.0
2019-01-14 13:00:00,52530.0
2019-01-14 14:00:00,51060.0
2019-01-14 15:00:00,51150.0
2019-01-14 16:00:00,51560.0
2019-01-14 17:00:00,53260.0
2019-01-14 18:00:00,55050.0
2019-01-14 19:00:00,54010.0
2019-01-14 20:00:00,52080.0
2019-01-14 21:00:00,50120.0
2019-01-14 22:00:00,48550.0
2019-01-14 23:00:00,46700.0
2019-01-15 00:00:00,46110.0
2019-01-15 01:00:00,45250.0
2019-01-15 02:00:00,44720.0
2019-01-15 03:00:00,44200.0
2019-01-15 04:00:00,43430.0
2019-01-15 05:00:00,45250.0
2019-01-15 06:00:00,47440.0
2019-01-15 07:00:00,50170.0
2019-01-15 08:00:00,52810.0
2019-01-15 09:00:00,52760.0
2019-01-15 10:00:00,53610.0
2019-01-15 11:00:00,53990.0
2019-01-15 12:00:00,52550.0
2019-01-15 13:00:00,52760.0
2019-01-15 14:00:00,51660.0
2019-01-15 15:00:00,51430.0
2019-01-15 16:00:00,51750.0
2019-01-15 17:00:00,53690.0
2019-01-15 18:00:00,54900.0
2019-01-15 19:00:00,53880.0
2019-01-15 20:00:00,52370.0
2019-01-15 21:00:00,50500.0
2019-01-15 22:00:00,48290.0
2019-01-15 23:00:00,47000.0
2019-01-16 00:00:00,46250.0
2019-01-16 01:00:00,45270.0
2019-01-16 02:00:00,44680.0
2019-01-16 03:00:00,43760.0
2019-01-16 04:00:00,44010.0
2019-01-16 05:00:00,45570.0
2019-01-16 06:00:00,47210.0
2019-01-16 07:00:00,49800.0
2019-01-16 08:00:00,52360.0
2019-01-16 09:00:00,53700.0
2019-01-16 10:00:00,53810.0
2019-01-16 11:00:00,54230.0
2019-01-16 12:00:00,53320.0
2019-01-16 13:00:00,52560.0
2019-01-16 14:00:00,51720.0
2019-01-16 15:00:00,51890.0
2019-01-16 16:00:00,51860.0
2019-01-16 17:00:00,52780.0
2019-01-16 18:00:00,55080.0
2019-01-16 19:00:00,53650.0
2019-01-16 20:00:00,52330.0
2019-01-16 21:00:00,50820.0
2019-01-16 22:00:00,48080.0
2019-01-16 23:00:00,46690.0
2019-01-17 00:00:00,45850.0
2019-01-17 01:00:00,44950.0
2019-01-17 02:00:00,44530.0
2019-01-17 03:00:00,44180.0
2019-01-17 04:00:00,44110.0
2019-01-17 05:00:00,44780.0
2019-01-17 06:00:00,46760.0
2019-01-17 07:00:00,50060.0
2019-01-17 08:00:00,52150.0
2019-01-17 09:00:00,53570.0
2019-01-17 10:00:00,54030.0
2019-01-17 11:00:00,53850.0
2019-01-17 12:00:00,53290.0
2019-01-17 13:00:00,52370.0
2019-01-17 14:00:00,51710.0
2019-01-17 15:00:00,50960.0
2019-01-17 16:00:00,51870.0
2019-01-17 17:00:00,53490.0
2019-01-17 18:00:00,54820.0
2019-01-17 19:00:00,53670.0
2019-01-17 20:00:00,52460.0
2019-01-17 21:00:00,50340.0
2019-01-17 22:00:00,48510.0
2019-01-17 23:00:00,47280.0
2019-01-18 00:00:00,45280.0
2019-01-18 01:00:00,44370.0
2019-01-18 02:00:00,43580.0
2019-01-18 03:00:00,42990.0
2019-01-18 04:00:00,43420.0
2019-01-18 05:00:00,44920.0
2019-01-18 06:00:00,46860.0
2019-01-18 07:00:00,49610.0
2019-01-18 08:00:00,52120.0
2019-01-18 09:00:00,53310.0
2019-01-18 10:00:00,53240.0
2019-01-18 11:00:00,53700.0
2019-01-18 12:00:00,52550.0
2019-01-18 13:00:00,51520.0
2019-01-18 14:00:00,50850.0
2019-01-18 15:00:00,50210.0
2019-01-18 16:00:00,51130.0
2019-01-18 17:00:00,52780.0
2019-01-18 18:00:00,54270.0
2019-01-18 19:00:00,53810.0
2019-01-18 20:00:00,51350.0
2019-01-18 21:00:00,50040.0
2019-01-18 22:00:00,47760.0
2019-01-18 23:00:00,46710.0
2019-01-19 00:00:00,45100.0
2019-01-19 01:00:00,43550.0
2019-01-19 02:00:00,43550.0
2019-01-19 03:00:00,42780.0
2019-01-19 04:00:00,42800.0
2019-01-19 05:00:00,43750.0
2019-01-19 06:00:00,46050.0
2019-01-19 07:00:00,48920.0
2019-01-19 08:00:00,50930.0
2019-01-19 09:00:00,52190.0
2019-01-19 10:00:00,52570.0
2019-01-19 11:00:00,52870.0
2019-01-19 12:00:00,51620.0
2019-01-19 13:00:00,50540.0
2019-01-19 14:00:00,50580.0
2019-01-19 15:00:00,49790.0
2019-01-19 16:00:00,50960.0
2019-01-19 17:00:00,52210.0
2019-01-19 18:00:00,53150.0
2019-01-19 19:00:00,52570.0
2019-01-19 20:00:00,51590.0
2019-01-19 21:00:00,49770.0
2019-01-19 22:00:00,47350.0
2019-01-19 23:00:00,45910.0
2019-01-20 00:00:00,44490.0
2019-01-20 01:00:00,42910.0
2019-01-20 02:00:00,42500.0
2019-01-20 03:00:00,42050.0
2019-01-20 04:00:00,42140.0
2019-01-20 05:00:00,42920.0
2019-01-20 06:00:00,44850.0
2019-01-20 07:00:00,47200.0
2019-01-20 08:00:00,49610.0
2019-01-20 09:00:00,50880.0
2019-01-20 10:00:00,51290.0
2019-01-20 11:00:00,51980.0
2019-01-20 12:00:00,51000.0
2019-01-20 13:00:00,49660.0
2019-01-20 14:00:00,49330.0
2019-01-20 15:00:00,48750.0
2019-01-20 16:00:00,49500.0
2019-01-20 17:00:00,51080.0
2019-01-20 18:00:00,52290.0
2019-01-20 19:00:00,51280.0
2019-01-20 20:00:00,50270.0
2019-01-20 21:00:00,47820.0
2019-01-20 22:00:00,46360.0
2019-01-20 23:00:00,45600.0
2019-01-21 00:00:00,46350.0
2019-01-21 01:00:00,45550.0
2019-01-21 02:00:00,44440.0
2019-01-21 03:00:00,44190.0
2019-01-21 04:00:00,44020.0
2019-01-21 05:00:00,45120.0
2019-01-21 06:00:00,47200.0
2019-01-21 07:00:00,50180.0
2019-01-21 08:00:00,52030.0
2019-01-21 09:00:00,53640.0
2019-01-21 10:00:00,54150.0
2019-01-21 11:00:00,53920.0
2019-01-21 12:00:00,52960.0
2019-01-21 13:00:00,52440.0
2019-01-21 14:00:00,51450.0
2019-01-21 15:00:00,51460.0
2019-01-21 16:00:00,51350.0
2019-01-21 17:00:00,53320.0
2019-01-21 18:00:00,53900.0
2019-01-21 19:00:00,53320.0
2019-01-21 20:00:00,52730.0
2019-01-21 21:00:00,50690.0
2019-01-21 22:00:00,48340.0
2019-01-21 23:00:00,46620.0
2019-01-22 00:00:00,45600.0
2019-01-22 01:00:00,45020.0
2019-01-22 02:00:00,45060.0
2019-01-22 03:00:00,44150.0
2019-01-22 04:00:00,43890.0
2019-01-22 05:00:00,45290.0
2019-01-22 06:00:00,46970.0
2019-01-22 07:00:00,49960.0
2019-01-22 08:00:00,52330.0
2019-01-22 09:00:00,53400.0
2019-01-22 10:00:00,54060.0
2019-01-22 11:00:00,53910.0
2019-01-22 12:00:00,53260.0
2019-01-22 13:00:00,52080.0
2019-01-22 14:00:00,51830.0
2019-01-22 15:00:00,51670.0
2019-01-22 16:00:00,51620.0
2019-01-22 17:00:00,53140.0
2019-01-22 18:00:00,54990.0
2019-01-22 19:00:00,53740.0
2019-01-22 20:00:00,52740.0
2019-01-22 21:00:00,50290.0
2019-01-22 22:00:00,48970.0
2019-01-22 23:00:00,47080.0
2019-01-23 00:00:00,46360.0
2019-01-23 01:00:00,45590.0
2019-01-23 02:00:00,44320.0
2019-01-23 03:00:00,43790.0
2019-01-23 04:00:00,43920.0
2019-01-23 05:00:00,45290.0
2019-01-23 06:00:00,46970.0
2019-01-23 07:00:00,50240.0
2019-01-23 08:00:00,52130.0
2019-01-23 09:00:00,53790.0
2019-01-23 10:00:00,53030.0
2019-01-23 11:00:00,53550.0
2019-01-23 12:00:00,52510.0
2019-01-23 13:00:00,52040.0
2019-01-23 14:00:00,51630.0
2019-01-23 15:00:00,51120.0
2019-01-23 16:00:00,51850.0
2019-01-23 17:00:00,53380.0
2019-01-23 18:00:00,54620.0
2019-01-23 19:00:00,53480.0
2019-01-23 20:00:00,52520.0
2019-01-23 21:00:00,50620.0
2019-01-23 22:00:00,48660.0
2019-01-23 23:00:00,47200.0
2019-01-24 00:00:00,46370.0
